Accession	Name	No_orfs	Coverage	Abundance	Description
COG0546	Gph	3	2.963636	0.001806	Predicted phosphatases
COG0547	TrpD	1	0.994082	0.000605	Anthranilate phosphoribosyltransferase
COG0548	ArgB	1	0.996226	0.000607	Acetylglutamate kinase
COG0550	TopA	1	0.991228	0.000604	Topoisomerase IA
COG0551	TopA	1	0.935714	0.00057	Zn-finger domain associated with topoisomerase type I
COG0552	FtsY	1	0.894117	0.000544	Signal recognition particle GTPase
COG0553	HepA	3	2.054272	0.001252	Superfamily II DNA/RNA helicases, SNF2 family
COG0556	UvrB	1	0.987933	0.000602	Helicase subunit of the DNA excision repair complex
COG0557	VacB	1	0.992917	0.000605	Exoribonuclease R
COG0558	PgsA	2	1.875	0.001142	Phosphatidylglycerophosphate synthase
COG0561	Cof	36	29.689393	0.018096	Predicted hydrolases of the HAD superfamily
COG0563	Adk	1	1	0.000609	Adenylate kinase and related kinases
COG0564	RluA	4	3.916955	0.002387	Pseudouridylate synthases, 23S RNA-specific
COG0566	SpoU	3	2.661538	0.001622	rRNA methylases
COG0568	RpoD	1	0.877192	0.000534	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)
COG0569	TrkA	5	4.32	0.002633	K+ transport systems, NAD-binding component
COG0571	Rnc	1	0.953191	0.00058	dsRNA-specific ribonuclease
COG0572	Udk	1	0.926605	0.000564	Uridine kinase
COG0573	PstC	1	0.987096	0.000601	ABC-type phosphate transport system, permease component
COG0574	PpsA	1	0.983783	0.000599	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase
COG0575	CdsA	1	0.509433	0.00031	CDP-diglyceride synthetase
COG0576	GrpE	1	0.782383	0.000476	Molecular chaperone GrpE (heat shock protein)
COG0577	SalY	5	3.601431	0.002195	ABC-type antimicrobial peptide transport system, permease component
COG0581	PstA	1	0.945205	0.000576	ABC-type phosphate transport system, permease component
COG0582	XerC	2	1.873786	0.001142	Integrase
COG0583	LysR	18	13.138047	0.008007	Transcriptional regulator
COG0584	UgpQ	1	0.933852	0.000569	Glycerophosphoryl diester phosphodiesterase
COG0587	DnaE	2	0.898156	0.000547	DNA polymerase III, alpha subunit
COG0590	CumB	1	0.967105	0.000589	Cytosine/adenosine deaminases
COG0592	DnaN	1	1	0.000609	DNA polymerase sliding clamp subunit (PCNA homolog)
COG0593	DnaA	1	0.970588	0.000591	ATPase involved in DNA replication initiation
COG0594	RnpA	1	0.982905	0.000599	RNase P protein component
COG0595	COG0595	3	1.942342	0.001183	mRNA degradation ribonucleases J1/J2 (metallo-beta-lactamase superfamily)
COG0596	MhpC	2	1.471631	0.000896	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)
COG0597	LspA	1	0.988023	0.000602	Lipoprotein signal peptidase
COG0599	COG0599	1	0.66129	0.000403	Uncharacterized homolog of gamma-carboxymuconolactone decarboxylase subunit
COG0601	DppB	3	2.977917	0.001815	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components
COG0602	NrdG	1	0.830188	0.000506	Organic radical activating enzymes
COG0607	PspE	1	0.881818	0.000537	Rhodanese-related sulfurtransferase
COG0608	RecJ	1	0.924643	0.000563	Single-stranded DNA-specific exonuclease
COG0609	FepD	1	0.982035	0.000598	ABC-type Fe3+-siderophore transport system, permease component
COG0612	PqqL	2	1.262557	0.000769	Predicted Zn-dependent peptidases
COG0613	COG0613	1	0.279069	0.00017	Predicted metal-dependent phosphoesterases (PHP family)
COG0614	FepB	1	0.821316	0.0005	ABC-type Fe3+-hydroxamate transport system, periplasmic component
COG0615	TagD	2	1.85	0.001127	Cytidylyltransferase
COG0617	PcnB	1	0.655339	0.000399	tRNA nucleotidyltransferase/poly(A) polymerase
COG0618	COG0618	1	0.966867	0.000589	Exopolyphosphatase-related proteins
COG0619	CbiQ	2	1.88492	0.001148	ABC-type cobalt transport system, permease component CbiQ and related transporters
COG0620	MetE	1	1	0.000609	Methionine synthase II (cobalamin-independent)
COG0621	MiaB	2	1.98627	0.00121	2-methylthioadenine synthetase
COG0622	COG0622	4	3.790697	0.00231	Predicted phosphoesterase
COG0624	ArgE	2	1.982885	0.001208	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases
COG0627	COG0627	1	0.95886	0.000584	Predicted esterase
COG0628	yhhT	4	3.72676	0.002271	Predicted permease, member of the PurR regulon
COG0629	Ssb	1	0.994011	0.000605	Single-stranded DNA-binding protein
COG0631	PTC1	1	0.92748	0.000565	Serine/threonine protein phosphatase
COG0632	RuvA	1	1	0.000609	Holliday junction resolvasome, DNA-binding subunit
COG0634	Hpt	1	0.97191	0.000592	Hypoxanthine-guanine phosphoribosyltransferase
COG0635	HemN	1	0.903846	0.00055	Coproporphyrinogen III oxidase and related Fe-S oxidoreductases
COG0636	AtpE	1	0.911392	0.000555	F0F1-type ATP synthase, subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K
COG0637	COG0637	4	3.597285	0.002192	Predicted phosphatase/phosphohexomutase
COG0640	ArsR	1	0.9	0.000548	Predicted transcriptional regulators
COG0642	BaeS	10	8.491071	0.005175	Signal transduction histidine kinase
COG0646	MetH	1	0.967845	0.000589	Methionine synthase I (cobalamin-dependent), methyltransferase domain
COG0648	Nfo	1	0.982142	0.000598	Endonuclease IV
COG0652	PpiB	2	1.917721	0.001168	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family
COG0653	SecA	2	1.944038	0.001184	Preprotein translocase subunit SecA (ATPase, RNA helicase)
COG0655	WrbA	6	3.294685	0.002008	Multimeric flavodoxin WrbA
COG0656	ARA1	7	6.014285	0.003665	Aldo/keto reductases, related to diketogulonate reductase
COG0657	Aes	2	1.423076	0.000867	Esterase/lipase
COG0658	ComEC	1	0.856512	0.000522	Predicted membrane metal-binding protein
COG0659	SUL1	1	0.992779	0.000605	Sulfate permease and related transporters (MFS superfamily)
COG0664	Crp	2	1.85514	0.00113	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases
COG0665	DadA	1	0.532299	0.000324	Glycine/D-amino acid oxidases (deaminating)
COG0667	Tas	2	1.962025	0.001195	Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)
COG0668	MscS	1	0.74367	0.000453	Small-conductance mechanosensitive channel
COG0669	CoaD	2	0.685534	0.000417	Phosphopantetheine adenylyltransferase
COG0670	COG0670	1	0.888412	0.000541	Integral membrane protein, interacts with FtsH
COG0671	PgpB	2	1.392241	0.000848	Membrane-associated phospholipid phosphatase
COG0673	MviM	3	2.812865	0.001714	Predicted dehydrogenases and related proteins
COG0674	PorA	1	0.978082	0.000596	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, alpha subunit
COG0675	COG0675	1	0.576923	0.000351	Transposase and inactivated derivatives
COG0679	COG0679	4	3.752411	0.002287	Predicted permeases
COG0681	LepB	2	1.240963	0.000756	Signal peptidase I
COG0682	Lgt	1	0.965156	0.000588	Prolipoprotein diacylglyceryltransferase
COG0685	MetF	1	0.972508	0.000592	5,10-methylenetetrahydrofolate reductase
COG0687	PotD	1	0.98898	0.000602	Spermidine/putrescine-binding periplasmic protein
COG0688	Psd	1	0.953974	0.000581	Phosphatidylserine decarboxylase
COG0690	SecE	2	0.986301	0.000601	Preprotein translocase subunit SecE
COG0691	SmpB	1	0.96732	0.000589	tmRNA-binding protein
COG0692	Ung	1	0.986547	0.000601	Uracil DNA glycosylase
COG0693	ThiJ	1	0.978723	0.000596	Putative intracellular protease/amidase
COG0694	COG0694	1	0.827956	0.000504	Thioredoxin-like proteins and domains
COG0696	GpmI	1	0.998035	0.000608	Phosphoglyceromutase
COG0697	RhaT	5	4.678082	0.002851	Permeases of the drug/metabolite transporter (DMT) superfamily
COG0698	RpiB	2	1.980132	0.001206	Ribose 5-phosphate isomerase RpiB
COG0700	SpmB	1	0.919753	0.00056	Uncharacterized membrane protein
COG0702	COG0702	2	1.716363	0.001046	Predicted nucleoside-diphosphate-sugar epimerases
COG0703	AroK	1	0.848837	0.000517	Shikimate kinase
COG0704	PhoU	1	0.8875	0.00054	Phosphate uptake regulator
COG0705	COG0705	2	1.68421	0.001026	Membrane associated serine protease
COG0706	YidC	1	0.55414	0.000337	Preprotein translocase subunit YidC
COG0707	MurG	2	1.417366	0.000863	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase
COG0708	XthA	1	0.992337	0.000604	Exonuclease III
COG0709	SelD	1	0.971098	0.000591	Selenophosphate synthase
COG0710	AroD	1	0.99567	0.000606	3-dehydroquinate dehydratase
COG0711	AtpF	1	0.975155	0.000594	F0F1-type ATP synthase, subunit b
COG0712	AtpH	1	0.983146	0.000599	F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)
COG0715	TauA	1	0.444776	0.000271	ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components
COG0719	SufB	2	1.538834	0.000937	Cysteine desulfurase activator SufB
COG0723	QcrA	1	0.333333	0.000203	Rieske Fe-S protein
COG0725	ModA	1	0.94186	0.000574	ABC-type molybdate transport system, periplasmic component
COG0726	CDA1	2	1.176029	0.000716	Predicted xylanase/chitin deacetylase
COG0730	COG0730	1	0.972868	0.000592	Predicted permeases
COG0733	COG0733	2	1.974943	0.001203	Na+-dependent transporters of the SNF family
COG0735	Fur	2	1.696551	0.001034	Fe2+/Zn2+ uptake regulation proteins
COG0736	AcpS	1	0.984251	0.000599	Phosphopantetheinyl transferase (holo-ACP synthase)
COG0739	NlpD	1	0.541516	0.00033	Membrane proteins related to metalloendopeptidases
COG0740	ClpP	2	1.295	0.000789	Protease subunit of ATP-dependent Clp proteases
COG0742	COG0742	1	0.989304	0.000603	N6-adenine-specific methylase
COG0743	Dxr	1	0.98961	0.000603	1-deoxy-D-xylulose 5-phosphate reductoisomerase
COG0744	MrcB	4	2.821482	0.001719	Membrane carboxypeptidase (penicillin-binding protein)
COG0745	OmpR	11	10.82096	0.006595	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain
COG0747	DdpA	3	2.491007	0.001518	ABC-type dipeptide transport system, periplasmic component
COG0749	PolA	1	0.942664	0.000574	DNA polymerase I - 3'-5' exonuclease and polymerase domains
COG0750	COG0750	1	0.997333	0.000607	Predicted membrane-associated Zn-dependent proteases 1
COG0756	Dut	1	0.939189	0.000572	dUTPase
COG0758	Smf	3	1.542857	0.00094	Predicted Rossmann fold nucleotide-binding protein involved in DNA uptake
COG0760	SurA	1	0.646875	0.000394	Parvulin-like peptidyl-prolyl isomerase
COG0761	lytB	1	0.942176	0.000574	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH
COG0764	FabA	1	0.95238	0.00058	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratases
COG0765	HisM	1	0.954954	0.000582	ABC-type amino acid transport system, permease component
COG0766	MurA	2	1.931116	0.001177	UDP-N-acetylglucosamine enolpyruvyl transferase
COG0768	FtsI	6	5.001669	0.003048	Cell division protein FtsI/penicillin-binding protein 2
COG0769	MurE	2	1.949473	0.001188	UDP-N-acetylmuramyl tripeptide synthase
COG0770	MurF	1	0.986696	0.000601	UDP-N-acetylmuramyl pentapeptide synthase
COG0771	MurD	1	0.986607	0.000601	UDP-N-acetylmuramoylalanine-D-glutamate ligase
COG0772	FtsW	3	2.750656	0.001676	Bacterial cell division membrane protein
COG0773	MurC	1	0.980392	0.000597	UDP-N-acetylmuramate-alanine ligase
COG0775	Pfs	2	1.910256	0.001164	Nucleoside phosphorylase
COG0776	HimA	2	1.925531	0.001173	Bacterial nucleoid DNA-binding protein
COG0777	AccD	1	0.92517	0.000563	Acetyl-CoA carboxylase beta subunit
COG0778	NfnB	4	3.79227	0.002311	Nitroreductase
COG0779	COG0779	2	0.862745	0.000525	Uncharacterized protein conserved in bacteria
COG0781	NusB	2	1.582781	0.000964	Transcription termination factor
COG0782	COG0782	1	0.993377	0.000605	Uncharacterized conserved protein, YhbC family
COG0784	CheY	1	0.846153	0.000515	FOG: CheY-like receiver
COG0787	Alr	1	0.997222	0.000607	Alanine racemase
COG0789	SoxR	8	7.379032	0.004497	Predicted transcriptional regulators
COG0790	COG0790	2	1.852739	0.001129	FOG: TPR repeat, SEL1 subfamily
COG0791	Spr	4	2.502538	0.001525	Cell wall-associated hydrolases (invasion-associated proteins)
COG0793	Prc	1	0.832512	0.000507	Periplasmic protease
COG0796	MurI	1	0.773234	0.000471	Glutamate racemase
COG0799	COG0799	1	0.956521	0.000583	Uncharacterized homolog of plant Iojap protein
COG0802	COG0802	1	0.993288	0.000605	Predicted ATPase or kinase
COG0803	LraI	1	0.986798	0.000601	ABC-type metal ion transport system, periplasmic component/surface adhesin
COG0806	RimM	2	1.942528	0.001184	RimM protein, required for 16S rRNA processing
COG0809	QueA	1	0.985632	0.0006	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)
COG0812	MurB	1	0.975945	0.000594	UDP-N-acetylmuramate dehydrogenase
COG0816	COG0816	1	0.964539	0.000587	Predicted endonuclease involved in recombination (possible Holliday junction resolvase in Mycoplasmas and B. subtilis)
COG0820	COG0820	1	0.985673	0.0006	Predicted Fe-S-cluster redox enzyme
COG0821	gcpE	1	0.972299	0.000592	1-hydroxy-2-methyl-2-(e)-butenyl 4-diphosphate synthase
COG0822	IscU	3	2.526666	0.00154	NifU homolog involved in Fe-S cluster formation
COG0825	AccA	1	0.88328	0.000538	Acetyl-CoA carboxylase alpha subunit
COG0826	COG0826	5	2.76657	0.001686	Collagenase and related proteases
COG0834	HisJ	1	0.963636	0.000587	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain
COG0842	COG0842	1	0.664335	0.000404	ABC-type multidrug transport system, permease component
COG0849	ftsA	1	0.894736	0.000545	Cell division ATPase FtsA
COG0855	Ppk	1	0.966954	0.000589	Polyphosphate kinase
COG0858	RbfA	1	0.98305	0.000599	Ribosome-binding factor A
COG0860	AmiC	3	2.610389	0.001591	N-acetylmuramoyl-L-alanine amidase
COG0863	COG0863	1	0.837748	0.00051	DNA modification methylase
COG1011	COG1011	3	2.816593	0.001716	Predicted hydrolase (HAD superfamily)
COG1012	PutA	1	0.934322	0.000569	NAD-dependent aldehyde dehydrogenases
COG1013	PorB	1	0.993197	0.000605	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, beta subunit
COG1014	PorG	1	0.980295	0.000597	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit
COG1026	COG1026	2	1.106339	0.000674	Predicted Zn-dependent peptidases, insulinase-like
COG1028	FabG	9	8.91235	0.005432	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)
COG1032	COG1032	3	2.444897	0.00149	Fe-S oxidoreductase
COG1039	RnhC	2	1.309764	0.000798	Ribonuclease HIII
COG1040	ComFC	2	1.057777	0.000644	Predicted amidophosphoribosyltransferases
COG1041	COG1041	1	0.472622	0.000288	Predicted DNA modification methylase
COG1044	LpxD	1	0.183431	0.000111	UDP-3-O-[3-hydroxymyristoyl].
COG1048	AcnA	1	0.924506	0.000563	Aconitase A
COG1051	COG1051	5	2.35862	0.001437	ADP-ribose pyrophosphatase
COG1052	LdhA	3	2.083333	0.001269	Lactate dehydrogenase and related dehydrogenases
COG1057	NadD	1	0.979695	0.000597	Nicotinic acid mononucleotide adenylyltransferase
COG1058	CinA	1	0.980392	0.000597	Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA
COG1061	SSL2	1	0.823529	0.000501	DNA or RNA helicases of superfamily II
COG1067	LonB	2	0.823802	0.000502	Predicted ATP-dependent protease
COG1073	COG1073	1	0.943143	0.000574	Hydrolases of the alpha/beta superfamily
COG1074	RecB	2	0.979806	0.000597	ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains)
COG1077	MreB	1	0.967836	0.000589	Actin-like ATPase involved in cell morphogenesis
COG1078	COG1078	1	0.529691	0.000322	HD superfamily phosphohydrolases
COG1079	COG1079	1	0.990131	0.000603	Uncharacterized ABC-type transport system, permease component
COG1080	PtsA	1	0.993031	0.000605	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)
COG1086	COG1086	2	1.304421	0.000795	Predicted nucleoside-diphosphate sugar epimerases
COG1087	GalE	1	0.972644	0.000592	UDP-glucose 4-epimerase
COG1088	RfbB	1	1	0.000609	dTDP-D-glucose 4,6-dehydratase
COG1091	RfbD	2	1.188612	0.000724	dTDP-4-dehydrorhamnose reductase
COG1092	COG1092	2	1.183206	0.000721	Predicted SAM-dependent methyltransferases
COG1094	COG1094	1	0.417525	0.000254	Predicted RNA-binding protein (contains KH domains)
COG1098	VacB	1	0.844961	0.000515	Predicted RNA binding protein (contains ribosomal protein S1 domain)
COG1100	COG1100	1	0.273972	0.000166	GTPase SAR1 and related small G proteins
COG1102	Cmk	2	1.849162	0.001127	Cytidylate kinase
COG1104	NifS	2	1.883419	0.001147	Cysteine sulfinate desulfinase/cysteine desulfurase and related enzymes
COG1105	FruK	2	0.890322	0.000542	Fructose-1-phosphate kinase and related fructose-6-phosphate kinase (PfkB)
COG1108	ZnuB	1	0.9927	0.000605	ABC-type Mn2+/Zn2+ transport systems, permease components
COG1109	{ManB	2	1.94612	0.001186	Phosphomannomutase
COG1112	COG1112	3	1.172099	0.000714	Superfamily I DNA and RNA helicases and helicase subunits
COG1115	AlsT	1	0.9823	0.000598	Na+/alanine symporter
COG1116	TauB	1	0.213709	0.00013	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component
COG1117	PstB	1	0.988142	0.000602	ABC-type phosphate transport system, ATPase component
COG1118	CysA	1	0.588405	0.000358	ABC-type sulfate/molybdate transport systems, ATPase component
COG1120	FepC	1	0.918604	0.000559	ABC-type cobalamin/Fe3+-siderophores transport systems, ATPase components
COG1121	ZnuC	1	0.889763	0.000542	ABC-type Mn/Zn transport systems, ATPase component
COG1122	CbiO	3	2.974468	0.001813	ABC-type cobalt transport system, ATPase component
COG1123	COG1123	1	0.493506	0.0003	ATPase components of various ABC-type transport systems, contain duplicated ATPase
COG1124	DppF	1	0.968253	0.00059	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component
COG1126	GlnQ	1	0.991666	0.000604	ABC-type polar amino acid transport system, ATPase component
COG1131	CcmA	3	2.959044	0.001803	ABC-type multidrug transport system, ATPase component
COG1132	MdlB	12	11.514991	0.007018	ABC-type multidrug transport system, ATPase and permease components
COG1134	TagH	2	1.791164	0.001091	ABC-type polysaccharide/polyol phosphate transport system, ATPase component
COG1135	AbcC	1	0.9941	0.000605	ABC-type metal ion transport system, ATPase component
COG1136	SalX	13	12.827433	0.007818	ABC-type antimicrobial peptide transport system, ATPase component
COG1143	NuoI	1	0.476744	0.00029	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)
COG1145	NapF	1	0.787878	0.00048	Ferredoxin
COG1149	COG1149	1	0.193661	0.000118	MinD superfamily P-loop ATPase containing an inserted ferredoxin domain
COG1154	Dxs	2	0.974481	0.000593	Deoxyxylulose-5-phosphate synthase
COG1155	NtpA	1	0.982993	0.000599	Archaeal/vacuolar-type H+-ATPase subunit A
COG1156	NtpB	1	0.99568	0.000606	Archaeal/vacuolar-type H+-ATPase subunit B
COG1158	Rho	2	0.973933	0.000593	Transcription termination factor
COG1159	Era	1	0.993288	0.000605	GTPase
COG1160	COG1160	2	1.977477	0.001205	Predicted GTPases
COG1161	COG1161	2	1.900621	0.001158	Predicted GTPases
COG1162	COG1162	1	0.950166	0.000579	Predicted GTPases
COG1164	COG1164	1	0.994983	0.000606	Oligoendopeptidase F
COG1167	ARO8	1	0.978213	0.000596	Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs
COG1168	MalY	4	2.963917	0.001806	Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities
COG1171	IlvA	1	0.98559	0.0006	Threonine dehydratase
COG1173	DppC	3	2.782006	0.001695	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components
COG1176	PotB	1	0.916376	0.000558	ABC-type spermidine/putrescine transport system, permease component I
COG1177	PotC	1	0.985018	0.0006	ABC-type spermidine/putrescine transport system, permease component II
COG1179	COG1179	2	1.619771	0.000987	Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 1
COG1180	PflA	3	2.561538	0.001561	Pyruvate-formate lyase-activating enzyme
COG1181	DdlA	1	1	0.000609	D-alanine-D-alanine ligase and related ATP-grasp enzymes
COG1183	PssA	1	0.799145	0.000487	Phosphatidylserine synthase
COG1185	Pnp	1	0.998554	0.000608	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)
COG1186	PrfB	1	0.845188	0.000515	Protein chain release factor B
COG1187	RsuA	3	2.887096	0.001759	16S rRNA uridine-516 pseudouridylate synthase and related pseudouridylate synthases
COG1188	COG1188	1	0.9	0.000548	Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)
COG1189	COG1189	1	0.979591	0.000597	Predicted rRNA methylase
COG1190	LysU	1	0.992031	0.000604	Lysyl-tRNA synthetase (class II)
COG1191	FliA	3	2.931174	0.001786	DNA-directed RNA polymerase specialized sigma subunit
COG1192	Soj	2	1.972972	0.001202	ATPases involved in chromosome partitioning
COG1193	COG1193	1	1	0.000609	Mismatch repair ATPase (MutS family)
COG1194	MutY	1	0.964912	0.000588	A/G-specific DNA glycosylase
COG1195	RecF	1	0.983471	0.000599	Recombinational DNA repair ATPase (RecF pathway)
COG1196	Smc	6	2.000859	0.001219	Chromosome segregation ATPases
COG1198	PriA	1	1	0.000609	Primosomal protein N' (replication factor Y) - superfamily II helicase
COG1200	RecG	1	0.96898	0.00059	RecG-like helicase
COG1206	Gid	1	0.993166	0.000605	NAD(FAD)-utilizing enzyme possibly involved in translation
COG1207	GlmU	1	1	0.000609	N-acetylglucosamine-1-phosphate uridyltransferase (contains nucleotidyltransferase and I-patch acetyltransferase domains)
COG1208	GCD1	2	1.337988	0.000815	Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis/translation initiation factor 2B, gamma/epsilon subunits (eIF-2Bgamma/eIF-2Bepsilon)
COG1209	RfbA	2	1.353146	0.000824	dTDP-glucose pyrophosphorylase
COG1210	GalU	1	0.250859	0.000152	UDP-glucose pyrophosphorylase
COG1211	IspD	1	0.947826	0.000577	4-diphosphocytidyl-2-methyl-D-erithritol synthase
COG1214	COG1214	1	0.990909	0.000603	Inactive homolog of metal-dependent proteases, putative molecular chaperone
COG1216	COG1216	1	0.888524	0.000541	Predicted glycosyltransferases
COG1217	TypA	1	0.995024	0.000606	Predicted membrane GTPase involved in stress response
COG1221	PspF	2	1.48387	0.000904	Transcriptional regulators containing an AAA-type ATPase domain and a DNA-binding domain
COG1227	PPX1	2	0.993569	0.000605	Inorganic pyrophosphatase/exopolyphosphatase
COG1228	HutI	1	0.963054	0.000587	Imidazolonepropionase and related amidohydrolases
COG1234	ElaC	1	0.99315	0.000605	Metal-dependent hydrolases of the beta-lactamase superfamily III
COG1235	PhnP	1	0.92565	0.000564	Metal-dependent hydrolases of the beta-lactamase superfamily I
COG1242	COG1242	1	0.990384	0.000603	Predicted Fe-S oxidoreductase
COG1247	COG1247	2	1.840236	0.001121	Sortase and related acyltransferases
COG1249	Lpd	5	3.061674	0.001866	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes
COG1250	FadB	1	0.876221	0.000534	3-hydroxyacyl-CoA dehydrogenase
COG1253	TlyC	2	1.032634	0.000629	Hemolysins and related proteins containing CBS domains
COG1254	AcyP	1	0.97826	0.000596	Acylphosphatases
COG1263	PtsG	2	1.97201	0.001201	Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific
COG1264	PtsG	3	2.568181	0.001565	Phosphotransferase system IIB components
COG1268	BioY	1	0.826086	0.000503	Uncharacterized conserved protein
COG1269	NtpI	2	1.481818	0.000903	Archaeal/vacuolar-type H+-ATPase subunit I
COG1272	COG1272	1	0.933628	0.000569	Predicted membrane protein, hemolysin III homolog
COG1278	CspC	3	2.970149	0.00181	Cold shock proteins
COG1281	COG1281	1	0.993006	0.000605	Disulfide bond chaperones of the HSP33 family
COG1283	NptA	3	2.530956	0.001542	Na+/phosphate symporter
COG1284	COG1284	4	3.411764	0.002079	Uncharacterized conserved protein
COG1293	COG1293	1	0.97695	0.000595	Predicted RNA-binding protein homologous to eukaryotic snRNP
COG1296	AzlC	2	0.827731	0.000504	Predicted branched-chain amino acid permease (azaleucine resistance)
COG1299	FruA	2	1.784256	0.001087	Phosphotransferase system, fructose-specific IIC component
COG1301	GltP	1	0.910843	0.000555	Na+/H+-dicarboxylate symporters
COG1302	COG1302	2	1.740458	0.00106	Uncharacterized protein conserved in bacteria
COG1304	idi	1	0.911111	0.000555	Isopentenyl diphosphate isomerase (BS_ypgA, MTH48 and related proteins)
COG1307	DegV	4	3.971631	0.00242	Uncharacterized protein conserved in bacteria
COG1309	AcrR	9	5.308457	0.003235	Transcriptional regulator
COG1314	SecG	1	0.790697	0.000481	Preprotein translocase subunit SecG
COG1316	LytR	3	2.478827	0.00151	Transcriptional regulator
COG1319	CoxM	1	0.700704	0.000427	Aerobic-type carbon monoxide dehydrogenase, middle subunit CoxM/CutM homologs
COG1321	TroR	2	1.655844	0.001009	Mn-dependent transcriptional regulator
COG1323	COG1323	1	0.997206	0.000607	Predicted nucleotidyltransferase
COG1328	NrdD	2	1.154285	0.000703	Oxygen-sensitive ribonucleoside-triphosphate reductase
COG1335	PncA	1	0.668292	0.000407	Amidases related to nicotinamidase
COG1349	GlpR	5	4.916996	0.002997	Transcriptional regulators of sugar metabolism
COG1354	scpA	1	0.951612	0.00058	Rec8/ScpA/Scc1-like protein (kleisin family)
COG1357	COG1357	1	0.642857	0.000391	Pentapeptide repeats containing protein
COG1358	RPL8A	1	0.862068	0.000525	Ribosomal protein HS6-type (S12/L30/L7a)
COG1359	COG1359	2	1.87	0.001139	Uncharacterized conserved protein
COG1362	LAP4	2	1.942791	0.001184	Aspartyl aminopeptidase
COG1363	FrvX	2	1.915492	0.001167	Cellulase M and related proteins
COG1364	ArgJ	1	0.990099	0.000603	N-acetylglutamate synthase (N-acetylornithine aminotransferase)
COG1366	SpoIIAA	1	0.811965	0.000494	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)
COG1368	MdoB	2	1.096923	0.000668	Phosphoglycerol transferase and related proteins, alkaline phosphatase superfamily
COG1373	COG1373	2	1.763819	0.001075	Predicted ATPase (AAA+ superfamily)
COG1376	ErfK	3	0.943965	0.000575	Uncharacterized protein conserved in bacteria
COG1381	RecO	1	0.964143	0.000587	Recombinational DNA repair protein (RecF pathway)
COG1385	COG1385	1	0.979674	0.000597	Uncharacterized protein conserved in bacteria
COG1386	scpB	1	0.858695	0.000523	Chromosome segregation and condensation protein B
COG1387	HIS2	6	5.274261	0.003214	Histidinol phosphatase and related hydrolases of the PHP family
COG1390	NtpE	1	0.881443	0.000537	Archaeal/vacuolar-type H+-ATPase subunit E
COG1393	ArsC	2	1.965811	0.001198	Arsenate reductase and related proteins, glutaredoxin family
COG1394	NtpD	1	0.966824	0.000589	Archaeal/vacuolar-type H+-ATPase subunit D
COG1396	HipB	9	6.524999	0.003977	Predicted transcriptional regulators
COG1399	COG1399	1	0.994318	0.000606	Predicted metal-binding, possibly nucleic acid-binding protein
COG1403	McrA	1	0.417808	0.000254	Restriction endonuclease
COG1408	COG1408	2	1.183098	0.000721	Predicted phosphohydrolases
COG1409	Icc	1	0.641196	0.00039	Predicted phosphohydrolases
