Accession	Name	No_orfs	Coverage	Abundance	Description
COG0433	COG0433	2	1.798076	0.000625	HerA helicase
COG0435	ECM4	3	2.854938	0.000992	Predicted glutathione S-transferase
COG0436	COG0436	3	2.946564	0.001024	Aspartate/tyrosine/aromatic aminotransferase
COG0437	HybA	1	0.931034	0.000323	Fe-S-cluster-containing hydrogenase components 1
COG0438	RfaG	2	1.821522	0.000633	Glycosyltransferase
COG0439	AccC	1	0.997772	0.000346	Biotin carboxylase
COG0440	IlvH	1	0.981595	0.000341	Acetolactate synthase, small (regulatory) subunit
COG0441	ThrS	2	0.35314	0.000122	Threonyl-tRNA synthetase
COG0442	ProS	1	1	0.000347	Prolyl-tRNA synthetase
COG0443	DnaK	2	1.599309	0.000556	Molecular chaperone
COG0444	DppD	4	3.85443	0.00134	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component
COG0445	GidA	1	0.991948	0.000344	Flavin-dependent tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
COG0446	HcaD	5	4.293975	0.001493	Uncharacterized NAD(FAD)-dependent dehydrogenases
COG0449	GlmS	1	1	0.000347	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains
COG0450	AhpC	2	1.98969	0.000691	Peroxiredoxin
COG0451	WcaG	11	9.748407	0.00339	Nucleoside-diphosphate-sugar epimerases
COG0452	Dfp	1	0.994897	0.000345	Phosphopantothenoylcysteine synthetase/decarboxylase
COG0456	RimI	13	9.59887	0.003338	Acetyltransferases
COG0457	NrfG	2	1.639175	0.00057	FOG: TPR repeat
COG0458	CarB	2	1.96	0.000681	Carbamoylphosphate synthase large subunit (split gene in MJ)
COG0459	GroL	1	0.990458	0.000344	Chaperonin GroEL (HSP60 family)
COG0460	ThrA	1	0.987987	0.000343	Homoserine dehydrogenase
COG0461	PyrE	1	0.865671	0.000301	Orotate phosphoribosyltransferase
COG0463	WcaA	3	1.965635	0.000683	Glycosyltransferases involved in cell wall biogenesis
COG0464	SpoVK	1	0.919028	0.000319	ATPases of the AAA+ class
COG0465	HflB	1	0.998322	0.000347	ATP-dependent Zn proteases
COG0466	Lon	1	0.989769	0.000344	ATP-dependent Lon protease, bacterial type
COG0468	RecA	1	1	0.000347	RecA/RadA recombinase
COG0469	PykF	1	1	0.000347	Pyruvate kinase
COG0472	Rfe	1	0.98746	0.000343	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N- acetylglucosamine-1-phosphate transferase
COG0473	LeuB	1	0.985632	0.000342	Isocitrate/isopropylmalate dehydrogenase
COG0474	MgtA	1	0.968375	0.000336	Cation transport ATPase
COG0475	KefB	2	1.954659	0.000679	Kef-type K+ transport systems, membrane components
COG0476	ThiF	2	1.866141	0.000648	Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2
COG0477	ProP	1	0.997041	0.000346	Permeases of the major facilitator superfamily
COG0479	FrdB	1	0.991452	0.000344	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit
COG0480	FusA	1	0.991391	0.000344	Translation elongation factors (GTPases)
COG0481	LepA	1	0.998341	0.000347	Membrane GTPase LepA
COG0482	TrmU	1	0.997191	0.000346	Predicted tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain
COG0483	SuhB	5	4.938461	0.001717	Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family
COG0484	DnaJ	3	2.072776	0.00072	DnaJ-class molecular chaperone with C-terminal Zn finger domain
COG0486	ThdF	1	0.790748	0.000275	Predicted GTPase
COG0488	Uup	3	2.986792	0.001038	ATPase components of ABC transporters with duplicated ATPase domains
COG0489	Mrp	2	1.667924	0.00058	ATPases involved in chromosome partitioning
COG0491	GloB	11	9.111111	0.003168	Zn-dependent hydrolases, including glyoxylases
COG0492	TrxB	1	0.983606	0.000342	Thioredoxin reductase
COG0493	GltD	2	1.89059	0.000657	NADPH-dependent glutamate synthase beta chain and related oxidoreductases
COG0494	MutT	7	5.409937	0.001881	NTP pyrophosphohydrolases including oxidative damage repair enzymes
COG0495	LeuS	1	0.997542	0.000346	Leucyl-tRNA synthetase
COG0496	SurE	1	0.992063	0.000345	Predicted acid phosphatase
COG0497	RecN	1	0.991023	0.000344	ATPase involved in DNA repair
COG0498	ThrC	1	0.9927	0.000345	Threonine synthase
COG0499	SAM1	1	0.997619	0.000346	S-adenosylhomocysteine hydrolase
COG0500	SmtA	1	0.797665	0.000277	SAM-dependent methyltransferases
COG0501	HtpX	1	0.377483	0.000131	Zn-dependent protease with chaperone function
COG0503	Apt	3	1.988826	0.000691	Adenine/guanine phosphoribosyltransferases and related PRPP-binding proteins
COG0504	PyrG	1	0.996247	0.000346	CTP synthase (UTP-ammonia lyase)
COG0505	CarA	1	0.997282	0.000346	Carbamoylphosphate synthase small subunit
COG0506	PutA	1	0.997442	0.000346	Proline dehydrogenase
COG0507	RecD	1	0.551724	0.000191	ATP-dependent exoDNAse (exonuclease V), alpha subunit - helicase superfamily I member
COG0508	AceF	4	3.299504	0.001147	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes
COG0509	GcvH	1	0.931297	0.000323	Glycine cleavage system H protein (lipoate-binding)
COG0510	ycfN	1	0.271375	9.4e-05	Thiamine kinase and related kinases
COG0511	AccB	1	0.992857	0.000345	Biotin carboxyl carrier protein
COG0512	PabA	1	0.994764	0.000345	Anthranilate/para-aminobenzoate synthases component II
COG0513	SrmB	4	3.448343	0.001199	Superfamily II DNA and RNA helicases
COG0514	RecQ	1	0.984745	0.000342	Superfamily II DNA helicase
COG0516	GuaB	2	1.582352	0.00055	IMP dehydrogenase/GMP reductase
COG0517	COG0517	4	3.880341	0.001349	FOG: CBS domain
COG0518	GuaA	3	2.858585	0.000994	GMP synthase - Glutamine amidotransferase domain
COG0519	GuaA	1	1	0.000347	GMP synthase, PP-ATPase domain/subunit
COG0520	csdA	2	1.967901	0.000684	Selenocysteine lyase/Cysteine desulfurase
COG0521	MoaB	1	1	0.000347	Molybdopterin biosynthesis enzymes
COG0522	RpsD	1	1	0.000347	Ribosomal protein S4 and related proteins
COG0523	COG0523	5	3.544891	0.001232	Putative GTPases (G3E family)
COG0524	RbsK	11	10.697749	0.00372	Sugar kinases, ribokinase family
COG0525	ValS	2	0.965792	0.000335	Valyl-tRNA synthetase
COG0526	TrxA	4	3.511811	0.001221	Thiol-disulfide isomerase and thioredoxins
COG0527	LysC	1	1	0.000347	Aspartokinases
COG0528	PyrH	1	0.991596	0.000344	Uridylate kinase
COG0530	ECM27	2	1.946875	0.000677	Ca2+/Na+ antiporter
COG0532	InfB	1	0.99607	0.000346	Translation initiation factor 2 (IF-2; GTPase)
COG0533	QRI7	1	0.991228	0.000344	Metal-dependent proteases with possible chaperone activity
COG0534	NorM	5	4.751648	0.001652	Na+-driven multidrug efflux pump
COG0536	Obg	1	0.905149	0.000314	Predicted GTPase
COG0537	Hit	1	0.992753	0.000345	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases
COG0538	Icd	1	0.968058	0.000336	Isocitrate dehydrogenases
COG0539	RpsA	1	1	0.000347	Ribosomal protein S1
COG0540	PyrB	1	0.984177	0.000342	Aspartate carbamoyltransferase, catalytic chain
COG0541	Ffh	1	0.933481	0.000324	Signal recognition particle GTPase
COG0542	clpA	3	2.005089	0.000697	ATP-binding subunits of Clp protease and DnaK/DnaJ chaperones
COG0544	Tig	1	0.995464	0.000346	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)
COG0546	Gph	2	1.940909	0.000674	Predicted phosphatases
COG0547	TrpD	1	0.997041	0.000346	Anthranilate phosphoribosyltransferase
COG0548	ArgB	1	0.996226	0.000346	Acetylglutamate kinase
COG0550	TopA	1	0.975438	0.000339	Topoisomerase IA
COG0552	FtsY	1	0.955882	0.000332	Signal recognition particle GTPase
COG0554	GlpK	2	1.18036	0.00041	Glycerol kinase
COG0555	CysU	1	0.978102	0.00034	ABC-type sulfate transport system, permease component
COG0556	UvrB	2	0.907993	0.000315	Helicase subunit of the DNA excision repair complex
COG0557	VacB	1	0.992917	0.000345	Exoribonuclease R
COG0558	PgsA	2	1.911458	0.000664	Phosphatidylglycerophosphate synthase
COG0559	LivH	5	4.885521	0.001699	Branched-chain amino acid ABC-type transport system, permease components
COG0560	SerB	1	1	0.000347	Phosphoserine phosphatase
COG0563	Adk	2	1.685393	0.000586	Adenylate kinase and related kinases
COG0564	RluA	3	2.733564	0.00095	Pseudouridylate synthases, 23S RNA-specific
COG0565	LasT	1	0.971074	0.000337	rRNA methylase
COG0566	SpoU	2	2	0.000695	rRNA methylases
COG0567	SucA	1	1	0.000347	2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes
COG0568	RpoD	2	1.807017	0.000628	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)
COG0569	TrkA	2	1.977777	0.000687	K+ transport systems, NAD-binding component
COG0571	Rnc	1	0.970212	0.000337	dsRNA-specific ribonuclease
COG0573	PstC	1	0.935483	0.000325	ABC-type phosphate transport system, permease component
COG0574	PpsA	1	0.981081	0.000341	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase
COG0575	CdsA	1	0.981132	0.000341	CDP-diglyceride synthetase
COG0576	GrpE	1	0.974093	0.000338	Molecular chaperone GrpE (heat shock protein)
COG0577	SalY	3	1.828162	0.000635	ABC-type antimicrobial peptide transport system, permease component
COG0578	GlpA	2	1.791353	0.000622	Glycerol-3-phosphate dehydrogenase
COG0580	GlpF	2	1.983402	0.000689	Glycerol uptake facilitator and related permeases (Major Intrinsic Protein Family)
COG0581	PstA	1	0.828767	0.000288	ABC-type phosphate transport system, permease component
COG0583	LysR	39	37.777777	0.013138	Transcriptional regulator
COG0584	UgpQ	4	3.723735	0.001295	Glycerophosphoryl diester phosphodiesterase
COG0586	DedA	1	0.826923	0.000287	Uncharacterized membrane-associated protein
COG0587	DnaE	2	1.976294	0.000687	DNA polymerase III, alpha subunit
COG0588	GpmA	1	1	0.000347	Phosphoglycerate mutase 1
COG0589	UspA	7	6.610389	0.002298	Universal stress protein UspA and related nucleotide-binding proteins
COG0590	CumB	2	1.769736	0.000615	Cytosine/adenosine deaminases
COG0591	PutP	1	0.995943	0.000346	Na+/proline symporter
COG0592	DnaN	1	1	0.000347	DNA polymerase sliding clamp subunit (PCNA homolog)
COG0593	DnaA	2	1.605392	0.000558	ATPase involved in DNA replication initiation
COG0594	RnpA	1	0.888888	0.000309	RNase P protein component
COG0595	COG0595	1	0.994594	0.000345	mRNA degradation ribonucleases J1/J2 (metallo-beta-lactamase superfamily)
COG0596	MhpC	15	13.578014	0.004722	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)
COG0597	LspA	1	0.904191	0.000314	Lipoprotein signal peptidase
COG0599	COG0599	2	1.491935	0.000518	Uncharacterized homolog of gamma-carboxymuconolactone decarboxylase subunit
COG0600	TauC	4	3.565891	0.00124	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component
COG0601	DppB	10	8.921135	0.003102	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components
COG0604	Qor	5	4.996932	0.001737	NADPH:quinone reductase and related Zn-dependent oxidoreductases
COG0605	SodA	2	0.62745	0.000218	Superoxide dismutase
COG0606	COG0606	1	1	0.000347	Predicted ATPase with chaperone activity
COG0607	PspE	1	0.972727	0.000338	Rhodanese-related sulfurtransferase
COG0608	RecJ	1	0.955193	0.000332	Single-stranded DNA-specific exonuclease
COG0609	FepD	1	0.949101	0.00033	ABC-type Fe3+-siderophore transport system, permease component
COG0610	COG0610	1	1	0.000347	Type I site-specific restriction-modification system, R (restriction) subunit and related helicases
COG0612	PqqL	1	0.961187	0.000334	Predicted Zn-dependent peptidases
COG0614	FepB	1	0.971786	0.000337	ABC-type Fe3+-hydroxamate transport system, periplasmic component
COG0616	SppA	3	1.687697	0.000586	Periplasmic serine proteases (ClpP class)
COG0617	PcnB	1	0.963592	0.000335	tRNA nucleotidyltransferase/poly(A) polymerase
COG0619	CbiQ	1	0.837301	0.000291	ABC-type cobalt transport system, permease component CbiQ and related transporters
COG0620	MetE	1	0.990909	0.000344	Methionine synthase II (cobalamin-independent)
COG0621	MiaB	2	1.970251	0.000685	2-methylthioadenine synthetase
COG0623	FabI	3	2.065637	0.000718	Enoyl-[acyl-carrier-protein].
COG0624	ArgE	4	3.963325	0.001378	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases
COG0625	Gst	12	11.308056	0.003932	Glutathione S-transferase
COG0626	MetC	3	2.825757	0.000982	Cystathionine beta-lyases/cystathionine gamma-synthases
COG0627	COG0627	1	0.971518	0.000337	Predicted esterase
COG0628	yhhT	1	0.814084	0.000283	Predicted permease, member of the PurR regulon
COG0629	Ssb	1	1	0.000347	Single-stranded DNA-binding protein
COG0632	RuvA	1	0.995024	0.000346	Holliday junction resolvasome, DNA-binding subunit
COG0633	Fdx	3	2.72549	0.000947	Ferredoxin
COG0634	Hpt	1	1	0.000347	Hypoxanthine-guanine phosphoribosyltransferase
COG0635	HemN	2	1.879807	0.000653	Coproporphyrinogen III oxidase and related Fe-S oxidoreductases
COG0636	AtpE	1	0.772151	0.000268	F0F1-type ATP synthase, subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K
COG0637	COG0637	4	3.877828	0.001348	Predicted phosphatase/phosphohexomutase
COG0639	ApaH	1	0.832258	0.000289	Diadenosine tetraphosphatase and related serine/threonine protein phosphatases
COG0640	ArsR	13	11.327272	0.003939	Predicted transcriptional regulators
COG0642	BaeS	33	26.089285	0.009073	Signal transduction histidine kinase
COG0643	CheA	1	0.988826	0.000343	Chemotaxis protein histidine kinase and related kinases
COG0644	FixC	1	1	0.000347	Dehydrogenases (flavoproteins)
COG0646	MetH	1	0.996784	0.000346	Methionine synthase I (cobalamin-dependent), methyltransferase domain
COG0647	NagD	2	1.832713	0.000637	Predicted sugar phosphatases of the HAD superfamily
COG0649	NuoD	1	0.987437	0.000343	NADH:ubiquinone oxidoreductase 49 kD subunit 7
COG0651	HyfB	1	0.992063	0.000345	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit
COG0652	PpiB	2	1.974683	0.000686	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family
COG0653	SecA	1	1	0.000347	Preprotein translocase subunit SecA (ATPase, RNA helicase)
COG0654	UbiH	4	3.894056	0.001354	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0657	Aes	3	2.285256	0.000794	Esterase/lipase
COG0658	ComEC	1	0.905077	0.000314	Predicted membrane metal-binding protein
COG0659	SUL1	3	2.870036	0.000998	Sulfate permease and related transporters (MFS superfamily)
COG0661	AarF	1	0.98646	0.000343	Predicted unusual protein kinase
COG0662	{ManC	1	0.401574	0.000139	Mannose-6-phosphate isomerase
COG0663	PaaY	1	0.988636	0.000343	Carbonic anhydrases/acetyltransferases, isoleucine patch superfamily
COG0664	Crp	7	5.943925	0.002067	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases
COG0665	DadA	12	11.449612	0.003981	Glycine/D-amino acid oxidases (deaminating)
COG0667	Tas	6	5.765822	0.002005	Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)
COG0669	CoaD	1	0.981132	0.000341	Phosphopantetheine adenylyltransferase
COG0670	COG0670	1	0.909871	0.000316	Integral membrane protein, interacts with FtsH
COG0671	PgpB	1	0.655172	0.000227	Membrane-associated phospholipid phosphatase
COG0673	MviM	18	16.66959	0.005797	Predicted dehydrogenases and related proteins
COG0678	AHP1	1	1	0.000347	Peroxiredoxin
COG0679	COG0679	2	1.958199	0.000681	Predicted permeases
COG0681	LepB	1	0.963855	0.000335	Signal peptidase I
COG0682	Lgt	1	0.961672	0.000334	Prolipoprotein diacylglyceryltransferase
COG0683	LivK	8	7.571038	0.002633	ABC-type branched-chain amino acid transport systems, periplasmic component
COG0684	MenG	2	1.742857	0.000606	Demethylmenaquinone methyltransferase
COG0685	MetF	2	1.931271	0.000671	5,10-methylenetetrahydrofolate reductase
COG0686	Ald	1	0.997304	0.000346	Alanine dehydrogenase
COG0687	PotD	2	1.958677	0.000681	Spermidine/putrescine-binding periplasmic protein
COG0688	Psd	1	0.941422	0.000327	Phosphatidylserine decarboxylase
COG0689	Rph	1	0.969565	0.000337	RNase PH
COG0690	SecE	1	0.753424	0.000262	Preprotein translocase subunit SecE
COG0691	SmpB	1	0.947712	0.000329	tmRNA-binding protein
COG0694	COG0694	1	0.903225	0.000314	Thioredoxin-like proteins and domains
COG0695	GrxC	1	0.9875	0.000343	Glutaredoxin and related proteins
COG0697	RhaT	21	20.229452	0.007035	Permeases of the drug/metabolite transporter (DMT) superfamily
COG0698	RpiB	1	1	0.000347	Ribose 5-phosphate isomerase RpiB
COG0702	COG0702	2	1.923636	0.000668	Predicted nucleoside-diphosphate-sugar epimerases
COG0703	AroK	1	0.959302	0.000333	Shikimate kinase
COG0704	PhoU	1	0.970833	0.000337	Phosphate uptake regulator
COG0705	COG0705	2	1.807017	0.000628	Membrane associated serine protease
COG0706	YidC	1	0.984076	0.000342	Preprotein translocase subunit YidC
COG0707	MurG	1	0.994397	0.000345	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase
COG0708	XthA	2	1.996168	0.000694	Exonuclease III
COG0711	AtpF	2	1.900621	0.00066	F0F1-type ATP synthase, subunit b
COG0712	AtpH	1	0.983146	0.000341	F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)
COG0713	NuoK	1	0.99	0.000344	NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K)
COG0714	COG0714	3	2.659574	0.000924	MoxR-like ATPases
COG0715	TauA	2	1.856716	0.000645	ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components
COG0716	FldA	1	0.966887	0.000336	Flavodoxins
COG0717	Dcd	1	0.989071	0.000343	Deoxycytidine deaminase
COG0718	COG0718	1	0.971428	0.000337	Uncharacterized protein conserved in bacteria
COG0719	SufB	2	1.961165	0.000682	Cysteine desulfurase activator SufB
COG0721	GatC	1	0.989583	0.000344	Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit
COG0723	QcrA	1	0.920903	0.00032	Rieske Fe-S protein
COG0725	ModA	1	0.965116	0.000335	ABC-type molybdate transport system, periplasmic component
COG0726	CDA1	4	3.194756	0.001111	Predicted xylanase/chitin deacetylase
COG0728	MviN	1	0.980694	0.000341	Uncharacterized membrane protein, putative virulence factor
COG0729	COG0729	1	0.993265	0.000345	Outer membrane protein
COG0730	COG0730	3	2.934108	0.00102	Predicted permeases
COG0735	Fur	3	2.648275	0.00092	Fe2+/Zn2+ uptake regulation proteins
COG0736	AcpS	1	0.905511	0.000314	Phosphopantetheinyl transferase (holo-ACP synthase)
COG0737	UshA	3	2.874274	0.000999	5'-nucleotidase/2',3'-cyclic phosphodiesterase and related esterases
COG0738	FucP	3	2.419431	0.000841	Fucose permease
COG0739	NlpD	3	2.259927	0.000785	Membrane proteins related to metalloendopeptidases
COG0740	ClpP	2	1.885	0.000655	Protease subunit of ATP-dependent Clp proteases
COG0741	MltE	3	2.006756	0.000697	Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)
COG0742	COG0742	1	0.983957	0.000342	N6-adenine-specific methylase
COG0744	MrcB	4	2.3177	0.000806	Membrane carboxypeptidase (penicillin-binding protein)
COG0745	OmpR	16	15.279475	0.005313	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain
COG0746	MobA	1	0.973958	0.000338	Molybdopterin-guanine dinucleotide biosynthesis protein A
COG0747	DdpA	9	6.69964	0.002329	ABC-type dipeptide transport system, periplasmic component
COG0748	HugZ	1	0.804081	0.000279	Putative heme iron utilization protein
COG0749	PolA	1	0.996627	0.000346	DNA polymerase I - 3'-5' exonuclease and polymerase domains
COG0750	COG0750	1	0.968	0.000336	Predicted membrane-associated Zn-dependent proteases 1
COG0751	GlyS	1	0.997105	0.000346	Glycyl-tRNA synthetase, beta subunit
COG0752	GlyQ	1	0.959731	0.000333	Glycyl-tRNA synthetase, alpha subunit
COG0755	CcmC	1	0.807829	0.00028	ABC-type transport system involved in cytochrome c biogenesis, permease component
COG0756	Dut	1	0.871621	0.000303	dUTPase
COG0757	AroQ	1	0.952054	0.000331	3-dehydroquinate dehydratase II
COG0758	Smf	1	1	0.000347	Predicted Rossmann fold nucleotide-binding protein involved in DNA uptake
COG0760	SurA	4	3.51875	0.001223	Parvulin-like peptidyl-prolyl isomerase
COG0761	lytB	1	0.996598	0.000346	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH
COG0762	COG0762	1	0.989583	0.000344	Predicted integral membrane protein
COG0763	LpxB	1	0.997375	0.000346	Lipid A disaccharide synthetase
COG0764	FabA	3	2.829931	0.000984	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratases
COG0765	HisM	3	2.806306	0.000975	ABC-type amino acid transport system, permease component
COG0766	MurA	1	0.997624	0.000346	UDP-N-acetylglucosamine enolpyruvyl transferase
COG0767	Ttg2B	1	0.962546	0.000334	ABC-type transport system involved in resistance to organic solvents, permease component
COG0768	FtsI	1	0.991652	0.000344	Cell division protein FtsI/penicillin-binding protein 2
COG0769	MurE	1	0.974736	0.000338	UDP-N-acetylmuramyl tripeptide synthase
COG0770	MurF	1	0.997782	0.000347	UDP-N-acetylmuramyl pentapeptide synthase
COG0771	MurD	1	0.995535	0.000346	UDP-N-acetylmuramoylalanine-D-glutamate ligase
COG0772	FtsW	1	0.992125	0.000345	Bacterial cell division membrane protein
COG0773	MurC	1	1	0.000347	UDP-N-acetylmuramate-alanine ligase
COG0774	LpxC	1	0.95	0.00033	UDP-3-O-acyl-N-acetylglucosamine deacetylase
COG0775	Pfs	2	1.799145	0.000625	Nucleoside phosphorylase
COG0776	HimA	3	2.914893	0.001013	Bacterial nucleoid DNA-binding protein
COG0777	AccD	1	1	0.000347	Acetyl-CoA carboxylase beta subunit
COG0778	NfnB	2	1.879227	0.000653	Nitroreductase
COG0779	COG0779	1	0.986928	0.000343	Uncharacterized protein conserved in bacteria
COG0781	NusB	2	1.794701	0.000624	Transcription termination factor
COG0782	COG0782	1	0.993377	0.000345	Uncharacterized conserved protein, YhbC family
COG0784	CheY	24	21.992307	0.007648	FOG: CheY-like receiver
COG0785	CcdA	3	2.877272	0.001	Cytochrome c biogenesis protein
COG0787	Alr	1	0.966666	0.000336	Alanine racemase
COG0789	SoxR	9	7.943548	0.002762	Predicted transcriptional regulators
COG0790	COG0790	6	3.893835	0.001354	FOG: TPR repeat, SEL1 subfamily
COG0791	Spr	2	1.218274	0.000423	Cell wall-associated hydrolases (invasion-associated proteins)
COG0792	COG0792	1	0.982456	0.000341	Predicted endonuclease distantly related to archaeal Holliday junction resolvase
COG0793	Prc	2	1.16995	0.000406	Periplasmic protease
COG0794	GutQ	1	0.995049	0.000346	Predicted sugar phosphate isomerase involved in capsule formation
COG0795	COG0795	2	1.964285	0.000683	Predicted permeases
COG0796	MurI	1	0.951672	0.00033	Glutamate racemase
COG0797	RlpA	1	0.888412	0.000308	Lipoproteins
COG0799	COG0799	1	0.886956	0.000308	Uncharacterized homolog of plant Iojap protein
COG0800	Eda	3	2.876777	0.001	2-keto-3-deoxy-6-phosphogluconate aldolase
COG0801	FolK	1	0.9875	0.000343	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase
COG0802	COG0802	1	0.919463	0.000319	Predicted ATPase or kinase
COG0803	LraI	1	0.993399	0.000345	ABC-type metal ion transport system, periplasmic component/surface adhesin
COG0805	TatC	1	0.972549	0.000338	Sec-independent protein secretion pathway component TatC
COG0806	RimM	1	0.988505	0.000343	RimM protein, required for 16S rRNA processing
COG0807	RibA	1	0.88601	0.000308	GTP cyclohydrolase II
COG0809	QueA	1	0.994252	0.000345	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)
COG0811	TolQ	1	1	0.000347	Biopolymer transport proteins
COG0812	MurB	1	0.996563	0.000346	UDP-N-acetylmuramate dehydrogenase
COG0815	Lnt	1	0.992277	0.000345	Apolipoprotein N-acyltransferase
COG0816	COG0816	1	0.992907	0.000345	Predicted endonuclease involved in recombination (possible Holliday junction resolvase in Mycoplasmas and B. subtilis)
COG0817	RuvC	1	0.9875	0.000343	Holliday junction resolvasome, endonuclease subunit
COG0818	DgkA	1	0.959349	0.000333	Diacylglycerol kinase
COG0819	TenA	2	1.981651	0.000689	Putative transcription activator
COG0820	COG0820	1	1	0.000347	Predicted Fe-S-cluster redox enzyme
COG0821	gcpE	1	0.930747	0.000323	1-hydroxy-2-methyl-2-(e)-butenyl 4-diphosphate synthase
COG0822	IscU	1	0.946666	0.000329	NifU homolog involved in Fe-S cluster formation
COG0823	TolB	1	0.992941	0.000345	Periplasmic component of the Tol biopolymer transport system
COG0824	FcbC	1	0.927007	0.000322	Predicted thioesterase
COG0825	AccA	1	0.996845	0.000346	Acetyl-CoA carboxylase alpha subunit
COG0828	RpsU	1	0.985074	0.000342	Ribosomal protein S21
COG0834	HisJ	6	5.56	0.001933	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain
COG0835	CheW	1	0.915151	0.000318	Chemotaxis signal transduction protein
COG0836	{ManC	1	0.996996	0.000346	Mannose-1-phosphate guanylyltransferase
COG0837	Glk	2	1.971875	0.000685	Glucokinase
COG0838	NuoA	1	0.983739	0.000342	NADH:ubiquinone oxidoreductase subunit 3 (chain A)
COG0839	NuoJ	1	1	0.000347	NADH:ubiquinone oxidoreductase subunit 6 (chain J)
COG0840	Tar	13	12.188725	0.004238	Methyl-accepting chemotaxis protein
COG0841	AcrB	3	2.962338	0.00103	Cation/multidrug efflux pump
COG0843	CyoB	1	0.899293	0.000312	Heme/copper-type cytochrome/quinol oxidases, subunit 1
COG0845	AcrA	4	3.647849	0.001268	Membrane-fusion protein
COG0847	DnaQ	1	0.950617	0.00033	DNA polymerase III, epsilon subunit and related 3'-5' exonucleases
COG0848	ExbD	1	0.919708	0.000319	Biopolymer transport protein
COG0849	ftsA	1	0.995215	0.000346	Cell division ATPase FtsA
COG0852	NuoC	1	0.994318	0.000345	NADH:ubiquinone oxidoreductase 27 kD subunit
COG0854	PdxJ	1	0.987654	0.000343	Pyridoxal phosphate biosynthesis protein
COG0855	Ppk	1	0.991379	0.000344	Polyphosphate kinase
COG0858	RbfA	1	0.991525	0.000344	Ribosome-binding factor A
COG0860	AmiC	1	0.896103	0.000311	N-acetylmuramoyl-L-alanine amidase
COG0861	TerC	2	1.751968	0.000609	Membrane protein TerC, possibly involved in tellurium resistance
COG0863	COG0863	2	1.837748	0.000639	DNA modification methylase
COG1001	AdeC	1	0.984589	0.000342	Adenine deaminase
COG1003	GcvP	1	0.991935	0.000344	Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain
COG1005	NuoH	1	0.996987	0.000346	NADH:ubiquinone oxidoreductase subunit 1 (chain H)
COG1006	MnhC	1	1	0.000347	Multisubunit Na+/H+ antiporter, MnhC subunit
COG1007	NuoN	1	0.985263	0.000342	NADH:ubiquinone oxidoreductase subunit 2 (chain N)
COG1008	NuoM	1	0.989939	0.000344	NADH:ubiquinone oxidoreductase subunit 4 (chain M)
COG1009	NuoL	2	1.978547	0.000688	NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit
COG1010	CobJ	1	0.987951	0.000343	Precorrin-3B methylase
COG1011	COG1011	5	4.703056	0.001635	Predicted hydrolase (HAD superfamily)
COG1012	PutA	20	18.544491	0.006449	NAD-dependent aldehyde dehydrogenases
