#Accession	Name	No_orfs	Coverage	Abundance	Description
COG0452	Dfp	2	1.283163	0.00035	Phosphopantothenoylcysteine synthetase/decarboxylase
COG0456	RimI	17	10.101694	0.002755	Acetyltransferases
COG0457	NrfG	1	0.718213	0.000195	FOG: TPR repeat
COG0458	CarB	4	3.435	0.000937	Carbamoylphosphate synthase large subunit (split gene in MJ)
COG0459	GroL	2	0.816793	0.000222	Chaperonin GroEL (HSP60 family)
COG0460	ThrA	1	0.987987	0.000269	Homoserine dehydrogenase
COG0461	PyrE	2	1.850746	0.000504	Orotate phosphoribosyltransferase
COG0462	PrsA	2	1.796178	0.000489	Phosphoribosylpyrophosphate synthetase
COG0463	WcaA	12	8.202749	0.002237	Glycosyltransferases involved in cell wall biogenesis
COG0465	HflB	4	2.892617	0.000789	ATP-dependent Zn proteases
COG0466	Lon	2	1.350383	0.000368	ATP-dependent Lon protease, bacterial type
COG0468	RecA	1	1	0.000272	RecA/RadA recombinase
COG0469	PykF	1	0.99371	0.000271	Pyruvate kinase
COG0471	CitT	6	5.780911	0.001576	Di- and tricarboxylate transporters
COG0472	Rfe	2	0.884012	0.000241	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N- acetylglucosamine-1-phosphate transferase
COG0473	LeuB	1	0.988505	0.000269	Isocitrate/isopropylmalate dehydrogenase
COG0474	MgtA	5	3.862595	0.001053	Cation transport ATPase
COG0475	KefB	1	0.914357	0.000249	Kef-type K+ transport systems, membrane components
COG0480	FusA	2	1.967001	0.000536	Translation elongation factors (GTPases)
COG0481	LepA	2	0.961857	0.000262	Membrane GTPase LepA
COG0482	TrmU	1	0.985955	0.000268	Predicted tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain
COG0483	SuhB	1	0.938461	0.000255	Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family
COG0484	DnaJ	1	0.994609	0.000271	DnaJ-class molecular chaperone with C-terminal Zn finger domain
COG0486	ThdF	1	0.997797	0.000272	Predicted GTPase
COG0488	Uup	8	7.841509	0.002139	ATPase components of ABC transporters with duplicated ATPase domains
COG0489	Mrp	4	3.037735	0.000828	ATPases involved in chromosome partitioning
COG0491	GloB	8	6.138888	0.001674	Zn-dependent hydrolases, including glyoxylases
COG0492	TrxB	5	4.632786	0.001263	Thioredoxin reductase
COG0493	GltD	8	6.356673	0.001733	NADPH-dependent glutamate synthase beta chain and related oxidoreductases
COG0494	MutT	3	1.708074	0.000465	NTP pyrophosphohydrolases including oxidative damage repair enzymes
COG0495	LeuS	1	0.998771	0.000272	Leucyl-tRNA synthetase
COG0497	RecN	1	1	0.000272	ATPase involved in DNA repair
COG0498	ThrC	2	1.951338	0.000532	Threonine synthase
COG0502	BioB	1	0.856716	0.000233	Biotin synthase and related enzymes
COG0503	Apt	2	1.955307	0.000533	Adenine/guanine phosphoribosyltransferases and related PRPP-binding proteins
COG0504	PyrG	1	0.992495	0.00027	CTP synthase (UTP-ammonia lyase)
COG0505	CarA	1	0.983695	0.000268	Carbamoylphosphate synthase small subunit
COG0507	RecD	1	0.994252	0.000271	ATP-dependent exoDNAse (exonuclease V), alpha subunit - helicase superfamily I member
COG0508	AceF	3	0.923267	0.000251	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes
COG0509	GcvH	2	1.969465	0.000537	Glycine cleavage system H protein (lipoate-binding)
COG0510	ycfN	3	1.799256	0.00049	Thiamine kinase and related kinases
COG0511	AccB	1	0.992857	0.00027	Biotin carboxyl carrier protein
COG0512	PabA	1	0.984293	0.000268	Anthranilate/para-aminobenzoate synthases component II
COG0513	SrmB	3	2.39961	0.000654	Superfamily II DNA and RNA helicases
COG0514	RecQ	1	0.984745	0.000268	Superfamily II DNA helicase
COG0515	SPS1	2	1.466145	0.000399	Serine/threonine protein kinase
COG0516	GuaB	4	3.117647	0.00085	IMP dehydrogenase/GMP reductase
COG0517	COG0517	3	2.794871	0.000762	FOG: CBS domain
COG0518	GuaA	2	1.40404	0.000382	GMP synthase - Glutamine amidotransferase domain
COG0519	GuaA	2	2	0.000545	GMP synthase, PP-ATPase domain/subunit
COG0520	csdA	2	1.933333	0.000527	Selenocysteine lyase/Cysteine desulfurase
COG0521	MoaB	1	0.928994	0.000253	Molybdopterin biosynthesis enzymes
COG0522	RpsD	1	1	0.000272	Ribosomal protein S4 and related proteins
COG0523	COG0523	2	1.340557	0.000365	Putative GTPases (G3E family)
COG0524	RbsK	16	14.366559	0.003918	Sugar kinases, ribokinase family
COG0525	ValS	1	0.555302	0.000151	Valyl-tRNA synthetase
COG0526	TrxA	1	0.952755	0.000259	Thiol-disulfide isomerase and thioredoxins
COG0527	LysC	2	1.995525	0.000544	Aspartokinases
COG0528	PyrH	1	0.987394	0.000269	Uridylate kinase
COG0531	PotE	3	2.495708	0.00068	Amino acid transporters
COG0532	InfB	1	0.992141	0.00027	Translation initiation factor 2 (IF-2; GTPase)
COG0533	QRI7	1	0.979532	0.000267	Metal-dependent proteases with possible chaperone activity
COG0534	NorM	39	32.41978	0.008843	Na+-driven multidrug efflux pump
COG0535	COG0535	1	0.054755	1.4e-05	Predicted Fe-S oxidoreductases
COG0536	Obg	1	0.997289	0.000272	Predicted GTPase
COG0537	Hit	3	2.456521	0.00067	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases
COG0538	Icd	1	0.965601	0.000263	Isocitrate dehydrogenases
COG0539	RpsA	2	0.964879	0.000263	Ribosomal protein S1
COG0540	PyrB	1	0.977848	0.000266	Aspartate carbamoyltransferase, catalytic chain
COG0541	Ffh	4	1.290465	0.000352	Signal recognition particle GTPase
COG0542	clpA	2	2	0.000545	ATP-binding subunits of Clp protease and DnaK/DnaJ chaperones
COG0543	UbiB	3	2.940476	0.000802	2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases
COG0544	Tig	2	1.673469	0.000456	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)
COG0546	Gph	7	6.40909	0.001748	Predicted phosphatases
COG0547	TrpD	1	0.994082	0.000271	Anthranilate phosphoribosyltransferase
COG0548	ArgB	1	0.992452	0.00027	Acetylglutamate kinase
COG0549	ArcC	3	2.916666	0.000795	Carbamate kinase
COG0550	TopA	5	2.980701	0.000813	Topoisomerase IA
COG0551	TopA	2	1.85	0.000504	Zn-finger domain associated with topoisomerase type I
COG0552	FtsY	2	0.85	0.000231	Signal recognition particle GTPase
COG0553	HepA	1	0.618937	0.000168	Superfamily II DNA/RNA helicases, SNF2 family
COG0554	GlpK	2	1.983967	0.000541	Glycerol kinase
COG0555	CysU	1	0.908759	0.000247	ABC-type sulfate transport system, permease component
COG0556	UvrB	1	0.992458	0.00027	Helicase subunit of the DNA excision repair complex
COG0557	VacB	1	0.977337	0.000266	Exoribonuclease R
COG0558	PgsA	2	1.817708	0.000495	Phosphatidylglycerophosphate synthase
COG0559	LivH	6	5.892255	0.001607	Branched-chain amino acid ABC-type transport system, permease components
COG0561	Cof	8	7.912878	0.002158	Predicted hydrolases of the HAD superfamily
COG0562	Glf	1	0.989304	0.000269	UDP-galactopyranose mutase
COG0563	Adk	3	1.876404	0.000511	Adenylate kinase and related kinases
COG0564	RluA	4	3.657439	0.000997	Pseudouridylate synthases, 23S RNA-specific
COG0566	SpoU	3	2.838461	0.000774	rRNA methylases
COG0568	RpoD	5	3.099415	0.000845	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)
COG0569	TrkA	7	5.342222	0.001457	K+ transport systems, NAD-binding component
COG0571	Rnc	1	0.978723	0.000266	dsRNA-specific ribonuclease
COG0572	Udk	1	0.912844	0.000249	Uridine kinase
COG0573	PstC	2	1.903225	0.000519	ABC-type phosphate transport system, permease component
COG0574	PpsA	2	1.185135	0.000323	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase
COG0575	CdsA	1	0.996226	0.000271	CDP-diglyceride synthetase
COG0576	GrpE	2	1.409326	0.000384	Molecular chaperone GrpE (heat shock protein)
COG0577	SalY	6	4.70167	0.001282	ABC-type antimicrobial peptide transport system, permease component
COG0579	COG0579	2	1.960372	0.000534	Predicted dehydrogenase
COG0580	GlpF	1	0.970954	0.000264	Glycerol uptake facilitator and related permeases (Major Intrinsic Protein Family)
COG0581	PstA	2	1.746575	0.000476	ABC-type phosphate transport system, permease component
COG0582	XerC	3	2.517799	0.000686	Integrase
COG0583	LysR	36	34.835016	0.009502	Transcriptional regulator
COG0584	UgpQ	3	2.805447	0.000765	Glycerophosphoryl diester phosphodiesterase
COG0586	DedA	1	0.802884	0.000219	Uncharacterized membrane-associated protein
COG0587	DnaE	1	0.999122	0.000272	DNA polymerase III, alpha subunit
COG0590	CumB	1	0.953947	0.00026	Cytosine/adenosine deaminases
COG0591	PutP	8	6.58215	0.001795	Na+/proline symporter
COG0592	DnaN	1	0.994505	0.000271	DNA polymerase sliding clamp subunit (PCNA homolog)
COG0593	DnaA	2	1.144607	0.000312	ATPase involved in DNA replication initiation
COG0594	RnpA	1	0.982905	0.000268	RNase P protein component
COG0595	COG0595	1	0.981981	0.000267	mRNA degradation ribonucleases J1/J2 (metallo-beta-lactamase superfamily)
COG0596	MhpC	1	0.925531	0.000252	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)
COG0597	LspA	2	1.796407	0.00049	Lipoprotein signal peptidase
COG0598	CorA	2	1.515527	0.000413	Mg2+ and Co2+ transporters
COG0599	COG0599	1	0.854838	0.000233	Uncharacterized homolog of gamma-carboxymuconolactone decarboxylase subunit
COG0600	TauC	6	5.434108	0.001482	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component
COG0601	DppB	17	14.930599	0.004072	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components
COG0602	NrdG	1	0.783018	0.000213	Organic radical activating enzymes
COG0606	COG0606	1	0.987755	0.000269	Predicted ATPase with chaperone activity
COG0607	PspE	5	4.30909	0.001175	Rhodanese-related sulfurtransferase
COG0608	RecJ	1	0.90835	0.000247	Single-stranded DNA-specific exonuclease
COG0609	FepD	3	2.805389	0.000765	ABC-type Fe3+-siderophore transport system, permease component
COG0613	COG0613	5	3.64341	0.000993	Predicted metal-dependent phosphoesterases (PHP family)
COG0614	FepB	4	2.924764	0.000797	ABC-type Fe3+-hydroxamate transport system, periplasmic component
COG0617	PcnB	1	0.51699	0.000141	tRNA nucleotidyltransferase/poly(A) polymerase
COG0618	COG0618	1	0.966867	0.000263	Exopolyphosphatase-related proteins
COG0619	CbiQ	1	0.97619	0.000266	ABC-type cobalt transport system, permease component CbiQ and related transporters
COG0620	MetE	1	0.927272	0.000252	Methionine synthase II (cobalamin-independent)
COG0621	MiaB	3	2.926773	0.000798	2-methylthioadenine synthetase
COG0622	COG0622	5	2.488372	0.000678	Predicted phosphoesterase
COG0624	ArgE	18	15.029339	0.004099	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases
COG0626	MetC	1	0.987373	0.000269	Cystathionine beta-lyases/cystathionine gamma-synthases
COG0628	yhhT	6	5.191549	0.001416	Predicted permease, member of the PurR regulon
COG0629	Ssb	3	2.041916	0.000556	Single-stranded DNA-binding protein
COG0630	VirB11	1	0.868589	0.000236	Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis
COG0631	PTC1	1	0.923664	0.000251	Serine/threonine protein phosphatase
COG0632	RuvA	1	1	0.000272	Holliday junction resolvasome, DNA-binding subunit
COG0634	Hpt	1	0.983146	0.000268	Hypoxanthine-guanine phosphoribosyltransferase
COG0635	HemN	2	1.689903	0.00046	Coproporphyrinogen III oxidase and related Fe-S oxidoreductases
COG0636	AtpE	2	1.860759	0.000507	F0F1-type ATP synthase, subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K
COG0637	COG0637	4	3.714932	0.001013	Predicted phosphatase/phosphohexomutase
COG0640	ArsR	4	3.090909	0.000843	Predicted transcriptional regulators
COG0641	AslB	3	1.695767	0.000462	Arylsulfatase regulator (Fe-S oxidoreductase)
COG0642	BaeS	44	34.78869	0.009489	Signal transduction histidine kinase
COG0643	CheA	1	0.99162	0.00027	Chemotaxis protein histidine kinase and related kinases
COG0646	MetH	1	0.96463	0.000263	Methionine synthase I (cobalamin-dependent), methyltransferase domain
COG0651	HyfB	5	3.757936	0.001025	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit
COG0652	PpiB	2	1.99367	0.000543	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family
COG0653	SecA	1	0.998783	0.000272	Preprotein translocase subunit SecA (ATPase, RNA helicase)
COG0655	WrbA	8	6.903381	0.001883	Multimeric flavodoxin WrbA
COG0656	ARA1	2	1.992857	0.000543	Aldo/keto reductases, related to diketogulonate reductase
COG0657	Aes	4	3.128205	0.000853	Esterase/lipase
COG0658	ComEC	1	0.635761	0.000173	Predicted membrane metal-binding protein
COG0659	SUL1	3	0.992779	0.00027	Sulfate permease and related transporters (MFS superfamily)
COG0662	{ManC	9	4.496062	0.001226	Mannose-6-phosphate isomerase
COG0664	Crp	9	8.5	0.002318	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases
COG0665	DadA	1	0.94832	0.000258	Glycine/D-amino acid oxidases (deaminating)
COG0667	Tas	3	2.955696	0.000806	Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)
COG0668	MscS	1	0.810126	0.00022	Small-conductance mechanosensitive channel
COG0669	CoaD	2	1.389937	0.000379	Phosphopantetheine adenylyltransferase
COG0670	COG0670	1	0.974248	0.000265	Integral membrane protein, interacts with FtsH
COG0671	PgpB	2	1.637931	0.000446	Membrane-associated phospholipid phosphatase
COG0673	MviM	11	9.874269	0.002693	Predicted dehydrogenases and related proteins
COG0674	PorA	2	1.936986	0.000528	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, alpha subunit
COG0679	COG0679	3	2.92926	0.000799	Predicted permeases
COG0681	LepB	2	1.451807	0.000396	Signal peptidase I
COG0682	Lgt	1	0.996515	0.000271	Prolipoprotein diacylglyceryltransferase
COG0683	LivK	6	5.565573	0.001518	ABC-type branched-chain amino acid transport systems, periplasmic component
COG0684	MenG	7	6.180952	0.001686	Demethylmenaquinone methyltransferase
COG0685	MetF	2	1.938144	0.000528	5,10-methylenetetrahydrofolate reductase
COG0687	PotD	2	1.14325	0.000311	Spermidine/putrescine-binding periplasmic protein
COG0688	Psd	1	0.987447	0.000269	Phosphatidylserine decarboxylase
COG0691	SmpB	1	0.986928	0.000269	tmRNA-binding protein
COG0692	Ung	1	1	0.000272	Uracil DNA glycosylase
COG0693	ThiJ	2	1.962765	0.000535	Putative intracellular protease/amidase
COG0695	GrxC	2	1.7	0.000463	Glutaredoxin and related proteins
COG0696	GpmI	1	1	0.000272	Phosphoglyceromutase
COG0697	RhaT	10	9.280821	0.002531	Permeases of the drug/metabolite transporter (DMT) superfamily
COG0698	RpiB	6	3.860927	0.001053	Ribose 5-phosphate isomerase RpiB
COG0700	SpmB	1	0.969135	0.000264	Uncharacterized membrane protein
COG0701	COG0701	2	0.823343	0.000224	Predicted permeases
COG0703	AroK	2	1.94186	0.000529	Shikimate kinase
COG0704	PhoU	1	0.804166	0.000219	Phosphate uptake regulator
COG0705	COG0705	1	0.903508	0.000246	Membrane associated serine protease
COG0706	YidC	1	0.719745	0.000196	Preprotein translocase subunit YidC
COG0707	MurG	1	0.997198	0.000272	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase
COG0708	XthA	1	0.992337	0.00027	Exonuclease III
COG0709	SelD	1	0.884393	0.000241	Selenophosphate synthase
COG0710	AroD	1	1	0.000272	3-dehydroquinate dehydratase
COG0711	AtpF	1	0.993788	0.000271	F0F1-type ATP synthase, subunit b
COG0712	AtpH	1	0.955056	0.00026	F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)
COG0714	COG0714	3	1.857142	0.000506	MoxR-like ATPases
COG0715	TauA	6	4.068656	0.001109	ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components
COG0716	FldA	5	3.973509	0.001083	Flavodoxins
COG0717	Dcd	1	1	0.000272	Deoxycytidine deaminase
COG0718	COG0718	1	0.895238	0.000244	Uncharacterized protein conserved in bacteria
COG0719	SufB	1	0.531553	0.000144	Cysteine desulfurase activator SufB
COG0720	COG0720	1	0.511811	0.000139	6-pyruvoyl-tetrahydropterin synthase
COG0721	GatC	1	0.96875	0.000264	Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit
COG0722	AroG	1	0.96866	0.000264	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase
COG0725	ModA	2	1.782945	0.000486	ABC-type molybdate transport system, periplasmic component
COG0726	CDA1	7	5.104868	0.001392	Predicted xylanase/chitin deacetylase
COG0727	COG0727	2	1.242424	0.000338	Predicted Fe-S-cluster oxidoreductase
COG0730	COG0730	2	1.92248	0.000524	Predicted permeases
COG0732	HsdS	1	1	0.000272	Restriction endonuclease S subunits
COG0733	COG0733	6	4.858769	0.001325	Na+-dependent transporters of the SNF family
COG0735	Fur	1	0.475862	0.000129	Fe2+/Zn2+ uptake regulation proteins
COG0736	AcpS	1	0.992125	0.00027	Phosphopantetheinyl transferase (holo-ACP synthase)
COG0737	UshA	3	1.642166	0.000447	5'-nucleotidase/2',3'-cyclic phosphodiesterase and related esterases
COG0738	FucP	3	2.765402	0.000754	Fucose permease
COG0739	NlpD	3	1.783393	0.000486	Membrane proteins related to metalloendopeptidases
COG0740	ClpP	3	2.764999	0.000754	Protease subunit of ATP-dependent Clp proteases
COG0742	COG0742	1	0.978609	0.000266	N6-adenine-specific methylase
COG0743	Dxr	1	0.966233	0.000263	1-deoxy-D-xylulose 5-phosphate reductoisomerase
COG0744	MrcB	5	2.018154	0.00055	Membrane carboxypeptidase (penicillin-binding protein)
COG0745	OmpR	25	22.393013	0.006108	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain
COG0746	MobA	1	0.963541	0.000262	Molybdopterin-guanine dinucleotide biosynthesis protein A
COG0747	DdpA	15	13.007194	0.003548	ABC-type dipeptide transport system, periplasmic component
COG0749	PolA	1	0.829679	0.000226	DNA polymerase I - 3'-5' exonuclease and polymerase domains
COG0750	COG0750	1	0.992	0.00027	Predicted membrane-associated Zn-dependent proteases 1
COG0754	Gsp	1	0.912144	0.000248	Glutathionylspermidine synthase
COG0756	Dut	1	0.905405	0.000246	dUTPase
COG0758	Smf	1	0.985714	0.000268	Predicted Rossmann fold nucleotide-binding protein involved in DNA uptake
COG0760	SurA	1	0.93125	0.000254	Parvulin-like peptidyl-prolyl isomerase
COG0761	lytB	1	0.942176	0.000257	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH
COG0764	FabA	1	0.95238	0.000259	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratases
COG0765	HisM	8	7.346846	0.002004	ABC-type amino acid transport system, permease component
COG0766	MurA	4	1.909738	0.00052	UDP-N-acetylglucosamine enolpyruvyl transferase
COG0768	FtsI	7	4.784641	0.001305	Cell division protein FtsI/penicillin-binding protein 2
COG0769	MurE	1	0.938947	0.000256	UDP-N-acetylmuramyl tripeptide synthase
COG0770	MurF	2	0.895787	0.000244	UDP-N-acetylmuramyl pentapeptide synthase
COG0771	MurD	2	1.962053	0.000535	UDP-N-acetylmuramoylalanine-D-glutamate ligase
COG0772	FtsW	4	2.874015	0.000783	Bacterial cell division membrane protein
COG0773	MurC	1	0.991285	0.00027	UDP-N-acetylmuramate-alanine ligase
COG0775	Pfs	2	1.974358	0.000538	Nucleoside phosphorylase
COG0776	HimA	1	0.968085	0.000264	Bacterial nucleoid DNA-binding protein
COG0777	AccD	1	0.942176	0.000257	Acetyl-CoA carboxylase beta subunit
COG0778	NfnB	7	6.082125	0.001659	Nitroreductase
COG0779	COG0779	1	0.90196	0.000246	Uncharacterized protein conserved in bacteria
COG0781	NusB	2	1.450331	0.000395	Transcription termination factor
COG0782	COG0782	1	0.980132	0.000267	Uncharacterized conserved protein, YhbC family
COG0783	Dps	1	0.339743	9.2e-05	DNA-binding ferritin-like protein (oxidative damage protectant)
COG0784	CheY	37	33.56923	0.009157	FOG: CheY-like receiver
COG0785	CcdA	1	0.986363	0.000269	Cytochrome c biogenesis protein
COG0786	GltS	1	0.878712	0.000239	Na+/glutamate symporter
COG0787	Alr	4	3.919444	0.001069	Alanine racemase
COG0789	SoxR	18	16.169354	0.00441	Predicted transcriptional regulators
COG0790	COG0790	2	1.503424	0.00041	FOG: TPR repeat, SEL1 subfamily
COG0791	Spr	8	4.57868	0.001248	Cell wall-associated hydrolases (invasion-associated proteins)
COG0792	COG0792	1	0.982456	0.000267	Predicted endonuclease distantly related to archaeal Holliday junction resolvase
COG0793	Prc	1	0.800492	0.000218	Periplasmic protease
COG0799	COG0799	1	0.93913	0.000256	Uncharacterized homolog of plant Iojap protein
COG0800	Eda	5	4.682464	0.001277	2-keto-3-deoxy-6-phosphogluconate aldolase
COG0801	FolK	2	0.956249	0.00026	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase
COG0802	COG0802	1	0.932885	0.000254	Predicted ATPase or kinase
COG0803	LraI	1	0.993399	0.00027	ABC-type metal ion transport system, periplasmic component/surface adhesin
COG0806	RimM	1	0.977011	0.000266	RimM protein, required for 16S rRNA processing
COG0807	RibA	1	1	0.000272	GTP cyclohydrolase II
COG0809	QueA	1	0.982758	0.000268	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)
COG0812	MurB	1	0.982817	0.000268	UDP-N-acetylmuramate dehydrogenase
COG0813	DeoD	2	1.326271	0.000361	Purine-nucleoside phosphorylase
COG0816	COG0816	1	0.971631	0.000265	Predicted endonuclease involved in recombination (possible Holliday junction resolvase in Mycoplasmas and B. subtilis)
COG0820	COG0820	1	0.988538	0.000269	Predicted Fe-S-cluster redox enzyme
COG0821	gcpE	1	0.980609	0.000267	1-hydroxy-2-methyl-2-(e)-butenyl 4-diphosphate synthase
COG0822	IscU	2	1.733333	0.000472	NifU homolog involved in Fe-S cluster formation
COG0823	TolB	1	0.185882	5e-05	Periplasmic component of the Tol biopolymer transport system
COG0824	FcbC	2	1.518248	0.000414	Predicted thioesterase
COG0825	AccA	1	0.858044	0.000234	Acetyl-CoA carboxylase alpha subunit
COG0826	COG0826	3	2.322766	0.000633	Collagenase and related proteases
COG0834	HisJ	15	12.690909	0.003461	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain
COG0835	CheW	1	0.787878	0.000214	Chemotaxis signal transduction protein
COG0836	{ManC	1	0.996996	0.000271	Mannose-1-phosphate guanylyltransferase
COG0840	Tar	12	8.262254	0.002253	Methyl-accepting chemotaxis protein
COG0841	AcrB	2	1.994053	0.000543	Cation/multidrug efflux pump
COG0842	COG0842	4	2.41958	0.00066	ABC-type multidrug transport system, permease component
COG0845	AcrA	4	3.360215	0.000916	Membrane-fusion protein
COG0846	SIR2	4	3.611999	0.000985	NAD-dependent protein deacetylases, SIR2 family
COG0850	MinC	1	0.83105	0.000226	Septum formation inhibitor
COG0855	Ppk	1	0.974137	0.000265	Polyphosphate kinase
COG0858	RbfA	1	0.98305	0.000268	Ribosome-binding factor A
COG0860	AmiC	5	4.164502	0.001136	N-acetylmuramoyl-L-alanine amidase
COG0863	COG0863	1	0.903973	0.000246	DNA modification methylase
COG0864	NikR	1	0.316176	8.6e-05	Predicted transcriptional regulators containing the CopG/Arc/MetJ DNA-binding domain and a metal-binding domain
COG1001	AdeC	4	3.922945	0.00107	Adenine deaminase
COG1003	GcvP	3	2.899193	0.00079	Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain
COG1006	MnhC	1	0.965217	0.000263	Multisubunit Na+/H+ antiporter, MnhC subunit
COG1011	COG1011	3	2.742358	0.000748	Predicted hydrolase (HAD superfamily)
COG1012	PutA	4	3.629237	0.000989	NAD-dependent aldehyde dehydrogenases
COG1013	PorB	3	1.574829	0.000429	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, beta subunit
COG1014	PorG	5	3.783251	0.001032	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit
COG1015	DeoB	1	0.997481	0.000272	Phosphopentomutase
COG1020	EntF	2	0.922118	0.000251	Non-ribosomal peptide synthetase modules and related proteins
COG1022	FAA1	1	0.924959	0.000252	Long-chain acyl-CoA synthetases (AMP-forming)
COG1024	CaiD	1	0.996108	0.000271	Enoyl-CoA hydratase/carnithine racemase
COG1026	COG1026	2	1.890593	0.000515	Predicted Zn-dependent peptidases, insulinase-like
COG1027	AspA	1	0.997876	0.000272	Aspartate ammonia-lyase
COG1028	FabG	18	17.430278	0.004754	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)
COG1032	COG1032	3	2.738775	0.000747	Fe-S oxidoreductase
COG1033	COG1033	2	1.063273	0.00029	Predicted exporters of the RND superfamily
COG1034	NuoG	3	0.886002	0.000241	NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G)
COG1036	COG1036	1	0.454545	0.000123	Archaeal flavoproteins
COG1040	ComFC	1	0.96	0.000261	Predicted amidophosphoribosyltransferases
COG1045	CysE	2	1.484536	0.000404	Serine acetyltransferase
COG1048	AcnA	4	2.576074	0.000702	Aconitase A
COG1051	COG1051	7	4.372413	0.001192	ADP-ribose pyrophosphatase
COG1052	LdhA	5	4.879629	0.001331	Lactate dehydrogenase and related dehydrogenases
COG1053	SdhA	1	0.985765	0.000268	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit
COG1055	ArsB	1	0.856132	0.000233	Na+/H+ antiporter NhaD and related arsenite permeases
COG1057	NadD	2	1.969543	0.000537	Nicotinic acid mononucleotide adenylyltransferase
COG1058	CinA	1	0.964705	0.000263	Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA
COG1060	ThiH	1	0.991891	0.00027	Thiamine biosynthesis enzyme ThiH and related uncharacterized enzymes
COG1061	SSL2	3	1.671945	0.000456	DNA or RNA helicases of superfamily II
COG1063	Tdh	8	7.968571	0.002173	Threonine dehydrogenase and related Zn-dependent dehydrogenases
COG1066	Sms	1	0.993421	0.00027	Predicted ATP-dependent serine protease
COG1069	AraB	1	0.965073	0.000263	Ribulose kinase
COG1070	XylB	18	16.890438	0.004607	Sugar (pentulose and hexulose) kinases
COG1071	AcoA	1	0.916201	0.000249	Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit
COG1073	COG1073	4	3.528428	0.000962	Hydrolases of the alpha/beta superfamily
COG1074	RecB	2	1	0.000272	ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains)
COG1075	LipA	1	0.830357	0.000226	Predicted acetyltransferases and hydrolases with the alpha/beta hydrolase fold
COG1077	MreB	1	0.98538	0.000268	Actin-like ATPase involved in cell morphogenesis
COG1079	COG1079	6	5.832236	0.00159	Uncharacterized ABC-type transport system, permease component
COG1080	PtsA	1	0.994773	0.000271	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)
COG1082	IolE	20	18.354014	0.005006	Sugar phosphate isomerases/epimerases
COG1086	COG1086	3	1.763605	0.000481	Predicted nucleoside-diphosphate sugar epimerases
COG1087	GalE	1	0.978723	0.000266	UDP-glucose 4-epimerase
COG1088	RfbB	2	1.044117	0.000284	dTDP-D-glucose 4,6-dehydratase
COG1089	Gmd	2	0.855072	0.000233	GDP-D-mannose dehydratase
COG1091	RfbD	3	2.918149	0.000796	dTDP-4-dehydrorhamnose reductase
