Accession	Name	No_orfs	Coverage	Abundance	Description
COG0445	GidA	1	1	0.000498	Flavin-dependent tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
COG0446	HcaD	4	3.633734	0.001809	Uncharacterized NAD(FAD)-dependent dehydrogenases
COG0449	GlmS	1	1	0.000498	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains
COG0450	AhpC	1	0.98969	0.000492	Peroxiredoxin
COG0451	WcaG	5	2.987261	0.001487	Nucleoside-diphosphate-sugar epimerases
COG0452	Dfp	1	0.994897	0.000495	Phosphopantothenoylcysteine synthetase/decarboxylase
COG0456	RimI	8	5.19774	0.002588	Acetyltransferases
COG0457	NrfG	1	0.745704	0.000371	FOG: TPR repeat
COG0458	CarB	2	1.9375	0.000964	Carbamoylphosphate synthase large subunit (split gene in MJ)
COG0459	GroL	1	1	0.000498	Chaperonin GroEL (HSP60 family)
COG0460	ThrA	1	0.993993	0.000495	Homoserine dehydrogenase
COG0461	PyrE	1	0.990049	0.000493	Orotate phosphoribosyltransferase
COG0462	PrsA	1	0.987261	0.000491	Phosphoribosylpyrophosphate synthetase
COG0463	WcaA	2	1.137457	0.000566	Glycosyltransferases involved in cell wall biogenesis
COG0464	SpoVK	1	0.761133	0.000379	ATPases of the AAA+ class
COG0465	HflB	2	0.964765	0.00048	ATP-dependent Zn proteases
COG0466	Lon	2	0.962915	0.000479	ATP-dependent Lon protease, bacterial type
COG0468	RecA	1	0.982078	0.000489	RecA/RadA recombinase
COG0469	PykF	1	1	0.000498	Pyruvate kinase
COG0470	HolB	1	0.826086	0.000411	ATPase involved in DNA replication
COG0471	CitT	1	0.872017	0.000434	Di- and tricarboxylate transporters
COG0472	Rfe	1	0.802507	0.000399	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N- acetylglucosamine-1-phosphate transferase
COG0473	LeuB	1	1	0.000498	Isocitrate/isopropylmalate dehydrogenase
COG0475	KefB	1	0.989924	0.000493	Kef-type K+ transport systems, membrane components
COG0476	ThiF	2	0.917322	0.000456	Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2
COG0477	ProP	1	0.961538	0.000478	Permeases of the major facilitator superfamily
COG0479	FrdB	1	0.991452	0.000493	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit
COG0480	FusA	2	1.012912	0.000504	Translation elongation factors (GTPases)
COG0481	LepA	1	0.927031	0.000461	Membrane GTPase LepA
COG0482	TrmU	1	1	0.000498	Predicted tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain
COG0483	SuhB	3	2.95	0.001469	Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family
COG0484	DnaJ	5	2.318059	0.001154	DnaJ-class molecular chaperone with C-terminal Zn finger domain
COG0486	ThdF	1	1	0.000498	Predicted GTPase
COG0488	Uup	5	3.043396	0.001515	ATPase components of ABC transporters with duplicated ATPase domains
COG0489	Mrp	1	0.81132	0.000404	ATPases involved in chromosome partitioning
COG0491	GloB	4	3.646825	0.001816	Zn-dependent hydrolases, including glyoxylases
COG0492	TrxB	2	1.937704	0.000965	Thioredoxin reductase
COG0493	GltD	2	1.975929	0.000984	NADPH-dependent glutamate synthase beta chain and related oxidoreductases
COG0494	MutT	3	2.403726	0.001197	NTP pyrophosphohydrolases including oxidative damage repair enzymes
COG0495	LeuS	1	0.996314	0.000496	Leucyl-tRNA synthetase
COG0496	SurE	1	0.980158	0.000488	Predicted acid phosphatase
COG0497	RecN	1	0.996409	0.000496	ATPase involved in DNA repair
COG0498	ThrC	1	0.968369	0.000482	Threonine synthase
COG0499	SAM1	1	1	0.000498	S-adenosylhomocysteine hydrolase
COG0500	SmtA	1	0.55642	0.000277	SAM-dependent methyltransferases
COG0501	HtpX	2	1.536423	0.000765	Zn-dependent protease with chaperone function
COG0503	Apt	2	1.905027	0.000948	Adenine/guanine phosphoribosyltransferases and related PRPP-binding proteins
COG0504	PyrG	2	0.941838	0.000469	CTP synthase (UTP-ammonia lyase)
COG0505	CarA	1	1	0.000498	Carbamoylphosphate synthase small subunit
COG0506	PutA	1	0.997442	0.000496	Proline dehydrogenase
COG0507	RecD	1	0.550287	0.000274	ATP-dependent exoDNAse (exonuclease V), alpha subunit - helicase superfamily I member
COG0508	AceF	4	2.368811	0.001179	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes
COG0509	GcvH	1	0.946564	0.000471	Glycine cleavage system H protein (lipoate-binding)
COG0511	AccB	1	0.992857	0.000494	Biotin carboxyl carrier protein
COG0512	PabA	2	1.979057	0.000985	Anthranilate/para-aminobenzoate synthases component II
COG0513	SrmB	2	1.762183	0.000877	Superfamily II DNA and RNA helicases
COG0516	GuaB	2	1.511764	0.000752	IMP dehydrogenase/GMP reductase
COG0517	COG0517	2	1.957264	0.000974	FOG: CBS domain
COG0518	GuaA	3	2.858585	0.001423	GMP synthase - Glutamine amidotransferase domain
COG0519	GuaA	1	1	0.000498	GMP synthase, PP-ATPase domain/subunit
COG0520	csdA	1	0.908641	0.000452	Selenocysteine lyase/Cysteine desulfurase
COG0521	MoaB	1	0.976331	0.000486	Molybdopterin biosynthesis enzymes
COG0522	RpsD	1	1	0.000498	Ribosomal protein S4 and related proteins
COG0523	COG0523	2	1.981424	0.000986	Putative GTPases (G3E family)
COG0524	RbsK	6	5.807073	0.002892	Sugar kinases, ribokinase family
COG0525	ValS	1	0.998859	0.000497	Valyl-tRNA synthetase
COG0526	TrxA	2	1.866141	0.000929	Thiol-disulfide isomerase and thioredoxins
COG0527	LysC	1	1	0.000498	Aspartokinases
COG0528	PyrH	1	0.987394	0.000491	Uridylate kinase
COG0530	ECM27	1	0.971875	0.000484	Ca2+/Na+ antiporter
COG0532	InfB	1	0.99607	0.000496	Translation initiation factor 2 (IF-2; GTPase)
COG0533	QRI7	1	0.976608	0.000486	Metal-dependent proteases with possible chaperone activity
COG0534	NorM	4	2.665934	0.001327	Na+-driven multidrug efflux pump
COG0535	COG0535	1	0.95389	0.000475	Predicted Fe-S oxidoreductases
COG0536	Obg	1	0.929539	0.000462	Predicted GTPase
COG0537	Hit	2	1.985507	0.000988	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases
COG0538	Icd	1	0.968058	0.000482	Isocitrate dehydrogenases
COG0539	RpsA	1	0.996303	0.000496	Ribosomal protein S1
COG0540	PyrB	1	0.977848	0.000486	Aspartate carbamoyltransferase, catalytic chain
COG0541	Ffh	1	0.937915	0.000467	Signal recognition particle GTPase
COG0542	clpA	5	2.968193	0.001478	ATP-binding subunits of Clp protease and DnaK/DnaJ chaperones
COG0544	Tig	2	1.056689	0.000526	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)
COG0546	Gph	2	1.90909	0.00095	Predicted phosphatases
COG0547	TrpD	1	0.994082	0.000495	Anthranilate phosphoribosyltransferase
COG0548	ArgB	1	0.984905	0.00049	Acetylglutamate kinase
COG0550	TopA	1	0.998245	0.000497	Topoisomerase IA
COG0552	FtsY	1	0.923529	0.000459	Signal recognition particle GTPase
COG0554	GlpK	1	0.815631	0.000406	Glycerol kinase
COG0556	UvrB	2	1.03469	0.000515	Helicase subunit of the DNA excision repair complex
COG0557	VacB	1	0.99575	0.000495	Exoribonuclease R
COG0558	PgsA	3	2.692708	0.001341	Phosphatidylglycerophosphate synthase
COG0559	LivH	7	6.50505	0.003239	Branched-chain amino acid ABC-type transport system, permease components
COG0560	SerB	1	0.990566	0.000493	Phosphoserine phosphatase
COG0563	Adk	1	1	0.000498	Adenylate kinase and related kinases
COG0564	RluA	2	1.975778	0.000983	Pseudouridylate synthases, 23S RNA-specific
COG0565	LasT	1	0.962809	0.000479	rRNA methylase
COG0566	SpoU	4	2.449999	0.00122	rRNA methylases
COG0567	SucA	1	0.998896	0.000497	2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes
COG0568	RpoD	2	1.789473	0.000891	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)
COG0569	TrkA	2	1.977777	0.000984	K+ transport systems, NAD-binding component
COG0571	Rnc	1	0.970212	0.000483	dsRNA-specific ribonuclease
COG0573	PstC	1	0.987096	0.000491	ABC-type phosphate transport system, permease component
COG0574	PpsA	3	0.937837	0.000467	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase
COG0575	CdsA	1	0.966037	0.000481	CDP-diglyceride synthetase
COG0576	GrpE	1	0.953367	0.000474	Molecular chaperone GrpE (heat shock protein)
COG0578	GlpA	1	0.909774	0.000453	Glycerol-3-phosphate dehydrogenase
COG0580	GlpF	1	0.975103	0.000485	Glycerol uptake facilitator and related permeases (Major Intrinsic Protein Family)
COG0581	PstA	2	0.886986	0.000441	ABC-type phosphate transport system, permease component
COG0582	XerC	3	2.407766	0.001199	Integrase
COG0583	LysR	12	11.555555	0.005754	Transcriptional regulator
COG0584	UgpQ	1	0.922178	0.000459	Glycerophosphoryl diester phosphodiesterase
COG0587	DnaE	4	1.304653	0.000649	DNA polymerase III, alpha subunit
COG0588	GpmA	2	0.943478	0.000469	Phosphoglycerate mutase 1
COG0589	UspA	3	2.90909	0.001448	Universal stress protein UspA and related nucleotide-binding proteins
COG0590	CumB	1	0.953947	0.000475	Cytosine/adenosine deaminases
COG0591	PutP	1	0.91075	0.000453	Na+/proline symporter
COG0592	DnaN	1	1	0.000498	DNA polymerase sliding clamp subunit (PCNA homolog)
COG0593	DnaA	3	1.762254	0.000877	ATPase involved in DNA replication initiation
COG0594	RnpA	1	0.820512	0.000408	RNase P protein component
COG0595	COG0595	1	0.976576	0.000486	mRNA degradation ribonucleases J1/J2 (metallo-beta-lactamase superfamily)
COG0596	MhpC	11	8.787234	0.004376	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)
COG0597	LspA	1	0.910179	0.000453	Lipoprotein signal peptidase
COG0600	TauC	2	1.782945	0.000887	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component
COG0601	DppB	2	1.987381	0.000989	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components
COG0604	Qor	3	3	0.001494	NADPH:quinone reductase and related Zn-dependent oxidoreductases
COG0605	SodA	1	0.980392	0.000488	Superoxide dismutase
COG0606	COG0606	1	0.991836	0.000493	Predicted ATPase with chaperone activity
COG0607	PspE	2	1.80909	0.0009	Rhodanese-related sulfurtransferase
COG0608	RecJ	1	0.96945	0.000482	Single-stranded DNA-specific exonuclease
COG0609	FepD	1	0.937125	0.000466	ABC-type Fe3+-siderophore transport system, permease component
COG0611	ThiL	1	0.990536	0.000493	Thiamine monophosphate kinase
COG0612	PqqL	4	2.881278	0.001434	Predicted Zn-dependent peptidases
COG0614	FepB	1	0.949843	0.000473	ABC-type Fe3+-hydroxamate transport system, periplasmic component
COG0616	SppA	3	1.615141	0.000804	Periplasmic serine proteases (ClpP class)
COG0617	PcnB	1	0.970873	0.000483	tRNA nucleotidyltransferase/poly(A) polymerase
COG0619	CbiQ	1	0.809523	0.000403	ABC-type cobalt transport system, permease component CbiQ and related transporters
COG0620	MetE	1	0.990909	0.000493	Methionine synthase II (cobalamin-independent)
COG0621	MiaB	2	1.988558	0.00099	2-methylthioadenine synthetase
COG0623	FabI	2	1.984555	0.000988	Enoyl-[acyl-carrier-protein].
COG0624	ArgE	4	2.94132	0.001464	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases
COG0625	Gst	9	6.800947	0.003387	Glutathione S-transferase
COG0626	MetC	4	2.05303	0.001022	Cystathionine beta-lyases/cystathionine gamma-synthases
COG0627	COG0627	1	0.981012	0.000488	Predicted esterase
COG0628	yhhT	2	1.88169	0.000937	Predicted permease, member of the PurR regulon
COG0629	Ssb	1	1	0.000498	Single-stranded DNA-binding protein
COG0632	RuvA	1	0.995024	0.000495	Holliday junction resolvasome, DNA-binding subunit
COG0633	Fdx	2	1.931372	0.000961	Ferredoxin
COG0634	Hpt	1	0.983146	0.000489	Hypoxanthine-guanine phosphoribosyltransferase
COG0635	HemN	2	1.870192	0.000931	Coproporphyrinogen III oxidase and related Fe-S oxidoreductases
COG0637	COG0637	1	1	0.000498	Predicted phosphatase/phosphohexomutase
COG0640	ArsR	5	3.881818	0.001933	Predicted transcriptional regulators
COG0642	BaeS	16	12.07738	0.006014	Signal transduction histidine kinase
COG0644	FixC	1	1	0.000498	Dehydrogenases (flavoproteins)
COG0646	MetH	1	0.977491	0.000486	Methionine synthase I (cobalamin-dependent), methyltransferase domain
COG0647	NagD	1	0.676579	0.000336	Predicted sugar phosphatases of the HAD superfamily
COG0649	NuoD	1	0.984924	0.00049	NADH:ubiquinone oxidoreductase 49 kD subunit 7
COG0651	HyfB	3	2.821428	0.001405	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit
COG0652	PpiB	2	1.99367	0.000992	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family
COG0653	SecA	3	0.919708	0.000458	Preprotein translocase subunit SecA (ATPase, RNA helicase)
COG0654	UbiH	4	3.563307	0.001774	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0656	ARA1	1	0.957142	0.000476	Aldo/keto reductases, related to diketogulonate reductase
COG0657	Aes	5	3.166666	0.001577	Esterase/lipase
COG0658	ComEC	1	0.498896	0.000248	Predicted membrane metal-binding protein
COG0659	SUL1	1	0.953068	0.000474	Sulfate permease and related transporters (MFS superfamily)
COG0661	AarF	2	0.97292	0.000484	Predicted unusual protein kinase
COG0662	{ManC	2	1.771653	0.000882	Mannose-6-phosphate isomerase
COG0663	PaaY	1	0.943181	0.000469	Carbonic anhydrases/acetyltransferases, isoleucine patch superfamily
COG0664	Crp	2	1.593457	0.000793	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases
COG0665	DadA	16	14.475452	0.007209	Glycine/D-amino acid oxidases (deaminating)
COG0669	CoaD	1	0.987421	0.000491	Phosphopantetheine adenylyltransferase
COG0670	COG0670	1	0.948497	0.000472	Integral membrane protein, interacts with FtsH
COG0671	PgpB	1	0.918103	0.000457	Membrane-associated phospholipid phosphatase
COG0673	MviM	5	4.915204	0.002447	Predicted dehydrogenases and related proteins
COG0677	WecC	1	0.979357	0.000487	UDP-N-acetyl-D-mannosaminuronate dehydrogenase
COG0678	AHP1	1	1	0.000498	Peroxiredoxin
COG0679	COG0679	2	1.971061	0.000981	Predicted permeases
COG0681	LepB	1	0.993975	0.000495	Signal peptidase I
COG0682	Lgt	1	0.951219	0.000473	Prolipoprotein diacylglyceryltransferase
COG0683	LivK	7	6.117486	0.003046	ABC-type branched-chain amino acid transport systems, periplasmic component
COG0684	MenG	2	1.747619	0.00087	Demethylmenaquinone methyltransferase
COG0685	MetF	2	1.896907	0.000944	5,10-methylenetetrahydrofolate reductase
COG0686	Ald	1	1	0.000498	Alanine dehydrogenase
COG0687	PotD	4	3.865013	0.001924	Spermidine/putrescine-binding periplasmic protein
COG0688	Psd	1	0.924686	0.00046	Phosphatidylserine decarboxylase
COG0689	Rph	1	0.965217	0.00048	RNase PH
COG0691	SmpB	1	0.986928	0.000491	tmRNA-binding protein
COG0693	ThiJ	1	0.968085	0.000482	Putative intracellular protease/amidase
COG0694	COG0694	1	0.903225	0.000449	Thioredoxin-like proteins and domains
COG0695	GrxC	1	1	0.000498	Glutaredoxin and related proteins
COG0697	RhaT	14	13.109589	0.006528	Permeases of the drug/metabolite transporter (DMT) superfamily
COG0702	COG0702	1	0.985454	0.00049	Predicted nucleoside-diphosphate-sugar epimerases
COG0703	AroK	1	0.988372	0.000492	Shikimate kinase
COG0704	PhoU	1	0.954166	0.000475	Phosphate uptake regulator
COG0705	COG0705	2	1.600877	0.000797	Membrane associated serine protease
COG0706	YidC	1	0.99363	0.000494	Preprotein translocase subunit YidC
COG0707	MurG	1	0.988795	0.000492	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase
COG0708	XthA	3	2.494252	0.001242	Exonuclease III
COG0711	AtpF	2	1.881987	0.000937	F0F1-type ATP synthase, subunit b
COG0712	AtpH	1	0.921348	0.000458	F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)
COG0713	NuoK	1	1	0.000498	NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K)
COG0714	COG0714	4	3.395136	0.00169	MoxR-like ATPases
COG0715	TauA	1	0.940298	0.000468	ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components
COG0717	Dcd	2	1.78142	0.000887	Deoxycytidine deaminase
COG0718	COG0718	1	0.971428	0.000483	Uncharacterized protein conserved in bacteria
COG0719	SufB	2	1.958737	0.000975	Cysteine desulfurase activator SufB
COG0721	GatC	2	1.677083	0.000835	Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit
COG0723	QcrA	1	0.937853	0.000467	Rieske Fe-S protein
COG0725	ModA	1	0.968992	0.000482	ABC-type molybdate transport system, periplasmic component
COG0726	CDA1	1	1	0.000498	Predicted xylanase/chitin deacetylase
COG0728	MviN	1	0.96525	0.00048	Uncharacterized membrane protein, putative virulence factor
COG0730	COG0730	5	4.744186	0.002362	Predicted permeases
COG0735	Fur	3	2.620689	0.001305	Fe2+/Zn2+ uptake regulation proteins
COG0736	AcpS	1	0.984251	0.00049	Phosphopantetheinyl transferase (holo-ACP synthase)
COG0737	UshA	1	0.934235	0.000465	5'-nucleotidase/2',3'-cyclic phosphodiesterase and related esterases
COG0738	FucP	1	0.810426	0.000403	Fucose permease
COG0739	NlpD	2	1.129963	0.000562	Membrane proteins related to metalloendopeptidases
COG0740	ClpP	1	0.985	0.00049	Protease subunit of ATP-dependent Clp proteases
COG0741	MltE	2	0.908783	0.000452	Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)
COG0742	COG0742	1	0.989304	0.000492	N6-adenine-specific methylase
COG0744	MrcB	4	2.2118	0.001101	Membrane carboxypeptidase (penicillin-binding protein)
COG0745	OmpR	13	9.283842	0.004623	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain
COG0746	MobA	1	0.973958	0.000485	Molybdopterin-guanine dinucleotide biosynthesis protein A
COG0747	DdpA	4	2.829136	0.001408	ABC-type dipeptide transport system, periplasmic component
COG0749	PolA	2	0.966273	0.000481	DNA polymerase I - 3'-5' exonuclease and polymerase domains
COG0750	COG0750	1	0.992	0.000494	Predicted membrane-associated Zn-dependent proteases 1
COG0751	GlyS	2	0.832127	0.000414	Glycyl-tRNA synthetase, beta subunit
COG0752	GlyQ	1	0.959731	0.000477	Glycyl-tRNA synthetase, alpha subunit
COG0755	CcmC	1	0.793594	0.000395	ABC-type transport system involved in cytochrome c biogenesis, permease component
COG0756	Dut	1	0.993243	0.000494	dUTPase
COG0757	AroQ	1	0.986301	0.000491	3-dehydroquinate dehydratase II
COG0758	Smf	1	1	0.000498	Predicted Rossmann fold nucleotide-binding protein involved in DNA uptake
COG0759	COG0759	1	0.858695	0.000427	Uncharacterized conserved protein
COG0760	SurA	3	2.715625	0.001352	Parvulin-like peptidyl-prolyl isomerase
COG0761	lytB	1	0.996598	0.000496	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH
COG0762	COG0762	1	0.989583	0.000492	Predicted integral membrane protein
COG0763	LpxB	1	0.997375	0.000496	Lipid A disaccharide synthetase
COG0764	FabA	3	2.816326	0.001402	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratases
COG0765	HisM	1	0.918918	0.000457	ABC-type amino acid transport system, permease component
COG0766	MurA	1	0.997624	0.000496	UDP-N-acetylglucosamine enolpyruvyl transferase
COG0767	Ttg2B	1	0.962546	0.000479	ABC-type transport system involved in resistance to organic solvents, permease component
COG0768	FtsI	2	0.954924	0.000475	Cell division protein FtsI/penicillin-binding protein 2
COG0769	MurE	1	0.995789	0.000495	UDP-N-acetylmuramyl tripeptide synthase
COG0770	MurF	1	0.997782	0.000496	UDP-N-acetylmuramyl pentapeptide synthase
COG0771	MurD	1	0.9375	0.000466	UDP-N-acetylmuramoylalanine-D-glutamate ligase
COG0772	FtsW	1	0.986876	0.000491	Bacterial cell division membrane protein
COG0773	MurC	1	0.995642	0.000495	UDP-N-acetylmuramate-alanine ligase
COG0774	LpxC	1	0.97	0.000483	UDP-3-O-acyl-N-acetylglucosamine deacetylase
COG0775	Pfs	2	1.811965	0.000902	Nucleoside phosphorylase
COG0776	HimA	3	2.882978	0.001435	Bacterial nucleoid DNA-binding protein
COG0777	AccD	1	0.969387	0.000482	Acetyl-CoA carboxylase beta subunit
COG0778	NfnB	3	2.84541	0.001417	Nitroreductase
COG0779	COG0779	1	1	0.000498	Uncharacterized protein conserved in bacteria
COG0781	NusB	1	0.748344	0.000372	Transcription termination factor
COG0782	COG0782	1	0.331125	0.000164	Uncharacterized conserved protein, YhbC family
COG0784	CheY	4	3.246153	0.001616	FOG: CheY-like receiver
COG0785	CcdA	1	0.954545	0.000475	Cytochrome c biogenesis protein
COG0787	Alr	1	0.980555	0.000488	Alanine racemase
COG0789	SoxR	4	3.725806	0.001855	Predicted transcriptional regulators
COG0790	COG0790	7	4.54452	0.002263	FOG: TPR repeat, SEL1 subfamily
COG0791	Spr	2	1.538071	0.000765	Cell wall-associated hydrolases (invasion-associated proteins)
COG0792	COG0792	1	0.982456	0.000489	Predicted endonuclease distantly related to archaeal Holliday junction resolvase
COG0793	Prc	2	1.219211	0.000607	Periplasmic protease
COG0794	GutQ	1	0.995049	0.000495	Predicted sugar phosphate isomerase involved in capsule formation
COG0795	COG0795	2	1.835164	0.000913	Predicted permeases
COG0796	MurI	1	0.951672	0.000473	Glutamate racemase
COG0797	RlpA	1	0.832618	0.000414	Lipoproteins
COG0800	Eda	2	1.971563	0.000981	2-keto-3-deoxy-6-phosphogluconate aldolase
COG0801	FolK	1	0.99375	0.000494	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase
COG0802	COG0802	1	0.892617	0.000444	Predicted ATPase or kinase
COG0805	TatC	1	0.90196	0.000449	Sec-independent protein secretion pathway component TatC
COG0806	RimM	1	0.948275	0.000472	RimM protein, required for 16S rRNA processing
COG0807	RibA	1	0.875647	0.000436	GTP cyclohydrolase II
COG0809	QueA	1	0.994252	0.000495	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)
COG0811	TolQ	2	0.902777	0.000449	Biopolymer transport proteins
COG0812	MurB	1	0.996563	0.000496	UDP-N-acetylmuramate dehydrogenase
COG0815	Lnt	2	1.071428	0.000533	Apolipoprotein N-acyltransferase
COG0816	COG0816	1	0.971631	0.000483	Predicted endonuclease involved in recombination (possible Holliday junction resolvase in Mycoplasmas and B. subtilis)
COG0817	RuvC	1	0.94375	0.00047	Holliday junction resolvasome, endonuclease subunit
COG0818	DgkA	1	0.902439	0.000449	Diacylglycerol kinase
COG0819	TenA	2	0.940366	0.000468	Putative transcription activator
COG0820	COG0820	1	1	0.000498	Predicted Fe-S-cluster redox enzyme
COG0821	gcpE	2	0.781163	0.000389	1-hydroxy-2-methyl-2-(e)-butenyl 4-diphosphate synthase
COG0822	IscU	1	0.98	0.000488	NifU homolog involved in Fe-S cluster formation
COG0823	TolB	1	1	0.000498	Periplasmic component of the Tol biopolymer transport system
COG0824	FcbC	5	4.131386	0.002057	Predicted thioesterase
COG0825	AccA	1	0.996845	0.000496	Acetyl-CoA carboxylase alpha subunit
COG0828	RpsU	1	0.985074	0.00049	Ribosomal protein S21
COG0834	HisJ	6	5.505454	0.002741	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain
COG0836	{ManC	2	1.942942	0.000967	Mannose-1-phosphate guanylyltransferase
COG0837	Glk	1	0.9875	0.000491	Glucokinase
COG0838	NuoA	1	0.983739	0.000489	NADH:ubiquinone oxidoreductase subunit 3 (chain A)
COG0839	NuoJ	1	0.975903	0.000486	NADH:ubiquinone oxidoreductase subunit 6 (chain J)
COG0840	Tar	1	0.598039	0.000297	Methyl-accepting chemotaxis protein
COG0841	AcrB	2	1.992071	0.000992	Cation/multidrug efflux pump
COG0842	COG0842	1	0.783216	0.00039	ABC-type multidrug transport system, permease component
COG0843	CyoB	1	0.897526	0.000446	Heme/copper-type cytochrome/quinol oxidases, subunit 1
COG0845	AcrA	7	4.962365	0.002471	Membrane-fusion protein
COG0847	DnaQ	2	1.802469	0.000897	DNA polymerase III, epsilon subunit and related 3'-5' exonucleases
COG0848	ExbD	1	0.912408	0.000454	Biopolymer transport protein
COG0849	ftsA	2	1.004784	0.0005	Cell division ATPase FtsA
COG0852	NuoC	1	0.97159	0.000483	NADH:ubiquinone oxidoreductase 27 kD subunit
COG0854	PdxJ	1	0.983539	0.000489	Pyridoxal phosphate biosynthesis protein
COG0855	Ppk	1	0.977011	0.000486	Polyphosphate kinase
COG0858	RbfA	1	0.98305	0.000489	Ribosome-binding factor A
COG0860	AmiC	1	0.883116	0.000439	N-acetylmuramoyl-L-alanine amidase
COG0861	TerC	1	0.968503	0.000482	Membrane protein TerC, possibly involved in tellurium resistance
COG0863	COG0863	1	0.937086	0.000466	DNA modification methylase
COG1001	AdeC	1	0.979452	0.000487	Adenine deaminase
COG1003	GcvP	1	0.98387	0.000489	Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain
COG1004	Ugd	1	1	0.000498	Predicted UDP-glucose 6-dehydrogenase
COG1005	NuoH	1	0.996987	0.000496	NADH:ubiquinone oxidoreductase subunit 1 (chain H)
COG1006	MnhC	1	1	0.000498	Multisubunit Na+/H+ antiporter, MnhC subunit
COG1007	NuoN	1	0.997894	0.000496	NADH:ubiquinone oxidoreductase subunit 2 (chain N)
COG1008	NuoM	1	0.997987	0.000497	NADH:ubiquinone oxidoreductase subunit 4 (chain M)
COG1009	NuoL	2	0.975247	0.000485	NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit
COG1010	CobJ	2	0.915662	0.000456	Precorrin-3B methylase
COG1011	COG1011	2	1.930131	0.000961	Predicted hydrolase (HAD superfamily)
COG1012	PutA	12	11.088983	0.005522	NAD-dependent aldehyde dehydrogenases
COG1014	PorG	1	0.945812	0.000471	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit
COG1020	EntF	1	0.623052	0.00031	Non-ribosomal peptide synthetase modules and related proteins
COG1022	FAA1	1	0.970636	0.000483	Long-chain acyl-CoA synthetases (AMP-forming)
COG1024	CaiD	10	9.093385	0.004528	Enoyl-CoA hydratase/carnithine racemase
COG1028	FabG	15	13.40239	0.006674	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)
COG1033	COG1033	1	0.707015	0.000352	Predicted exporters of the RND superfamily
COG1034	NuoG	1	0.994227	0.000495	NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G)
COG1038	PycA	2	1.02959	0.000512	Pyruvate carboxylase
COG1040	ComFC	1	0.964444	0.00048	Predicted amidophosphoribosyltransferases
COG1042	COG1042	1	0.991638	0.000493	Acyl-CoA synthetase (NDP forming)
COG1043	LpxA	1	0.988461	0.000492	Acyl-[acyl carrier protein].
COG1044	LpxD	1	0.940828	0.000468	UDP-3-O-[3-hydroxymyristoyl].
COG1045	CysE	1	0.953608	0.000474	Serine acetyltransferase
COG1048	AcnA	1	0.997677	0.000496	Aconitase A
COG1051	COG1051	1	0.896551	0.000446	ADP-ribose pyrophosphatase
COG1052	LdhA	3	1.753086	0.000873	Lactate dehydrogenase and related dehydrogenases
COG1053	SdhA	1	0.818505	0.000407	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit
COG1054	COG1054	2	1.035714	0.000515	Predicted sulfurtransferase
